reporter_iso3,partner_iso3,hs_code,product,period,trade_flow,value_usd,quantity,unit,source_file
PHL,ZAF,803,Bananas,2023,export,21659.0,,,PH_export_dest_2023
PHL,NOR,803,Bananas,2023,export,21652.0,,,PH_export_dest_2023
PHL,AZE,803,Bananas,2023,export,18130.0,,,PH_export_dest_2023
PHL,EST,803,Bananas,2023,export,17446.0,,,PH_export_dest_2023
PHL,THA,803,Bananas,2023,export,17338.0,,,PH_export_dest_2023
PHL,CHE,803,Bananas,2023,export,13452.0,,,PH_export_dest_2023
PHL,SVK,803,Bananas,2023,export,11897.0,,,PH_export_dest_2023
PHL,GEO,803,Bananas,2023,export,6500.0,,,PH_export_dest_2023
PHL,HRV,803,Bananas,2023,export,2671.0,,,PH_export_dest_2023
PHL,MNE,803,Bananas,2023,export,1824.0,,,PH_export_dest_2023
PHL,MKD,803,Bananas,2023,export,1622.0,,,PH_export_dest_2023
PHL,AUS,803,Bananas,2023,export,1456.0,,,PH_export_dest_2023
PHL,LUX,803,Bananas,2023,export,1142.0,,,PH_export_dest_2023
PHL,MDA,803,Bananas,2023,export,1097.0,,,PH_export_dest_2023
PHL,FIN,803,Bananas,2023,export,863.0,,,PH_export_dest_2023
PHL,MLT,803,Bananas,2023,export,708.0,,,PH_export_dest_2023
PHL,TUR,803,Bananas,2023,export,554.0,,,PH_export_dest_2023
PHL,FRA,803,Bananas,2023,export,319.0,,,PH_export_dest_2023
PHL,HUN,803,Bananas,2023,export,133.0,,,PH_export_dest_2023
PHL,ISL,803,Bananas,2023,export,49.0,,,PH_export_dest_2023
PHL,GAB,803,Bananas,2023,export,40.0,,,PH_export_dest_2023
PHL,BIH,803,Bananas,2023,export,14.0,,,PH_export_dest_2023
CHN,HKG,803,Bananas,2023,export,2661601.0,,,CHN_export_dest_2023
CHN,MNG,803,Bananas,2023,export,2409974.0,,,CHN_export_dest_2023
CHN,RUS,803,Bananas,2023,export,2274052.0,,,CHN_export_dest_2023
CHN,MAC,803,Bananas,2023,export,1063872.0,,,CHN_export_dest_2023
CHN,PRK,803,Bananas,2023,export,843048.0,,,CHN_export_dest_2023
CHN,USA,803,Bananas,2023,export,524510.0,,,CHN_export_dest_2023
CHN,SVK,803,Bananas,2023,export,420284.0,,,CHN_export_dest_2023
CHN,DEU,803,Bananas,2023,export,326894.0,,,CHN_export_dest_2023
CHN,UZB,803,Bananas,2023,export,250005.0,,,CHN_export_dest_2023
CHN,CZE,803,Bananas,2023,export,149642.0,,,CHN_export_dest_2023
CHN,TUR,803,Bananas,2023,export,82744.0,,,CHN_export_dest_2023
CHN,KGZ,803,Bananas,2023,export,81086.0,,,CHN_export_dest_2023
CHN,THA,803,Bananas,2023,export,77809.0,,,CHN_export_dest_2023
CHN,JPN,803,Bananas,2023,export,55962.0,,,CHN_export_dest_2023
CHN,CAN,803,Bananas,2023,export,47225.0,,,CHN_export_dest_2023
CHN,GBR,803,Bananas,2023,export,26919.0,,,CHN_export_dest_2023
CHN,MMR,803,Bananas,2023,export,11880.0,,,CHN_export_dest_2023
CHN,ISR,803,Bananas,2023,export,11862.0,,,CHN_export_dest_2023
CHN,ARG,803,Bananas,2023,export,8572.0,,,CHN_export_dest_2023
CHN,SGP,803,Bananas,2023,export,7441.0,,,CHN_export_dest_2023
CHN,HRV,803,Bananas,2023,export,6061.0,,,CHN_export_dest_2023
CHN,AUS,803,Bananas,2023,export,4179.0,,,CHN_export_dest_2023
CHN,ARE,803,Bananas,2023,export,3804.0,,,CHN_export_dest_2023
CHN,NGA,803,Bananas,2023,export,3161.0,,,CHN_export_dest_2023
CHN,MDV,803,Bananas,2023,export,2491.0,,,CHN_export_dest_2023
CHN,BHS,803,Bananas,2023,export,2105.0,,,CHN_export_dest_2023
CHN,NOR,803,Bananas,2023,export,1972.0,,,CHN_export_dest_2023
CHN,KAZ,803,Bananas,2023,export,1661.0,,,CHN_export_dest_2023
CHN,BHR,803,Bananas,2023,export,1438.0,,,CHN_export_dest_2023
CHN,MYS,803,Bananas,2023,export,879.0,,,CHN_export_dest_2023
CHN,CHE,803,Bananas,2023,export,574.0,,,CHN_export_dest_2023
CHN,SVN,803,Bananas,2023,export,440.0,,,CHN_export_dest_2023
CHN,DNK,803,Bananas,2023,export,407.0,,,CHN_export_dest_2023
CHN,SAU,803,Bananas,2023,export,340.0,,,CHN_export_dest_2023
CHN,ESP,803,Bananas,2023,export,324.0,,,CHN_export_dest_2023
CHN,AUT,803,Bananas,2023,export,274.0,,,CHN_export_dest_2023
CHN,TWN,803,Bananas,2023,export,267.0,,,CHN_export_dest_2023
CHN,EST,803,Bananas,2023,export,194.0,,,CHN_export_dest_2023
CHN,LUX,803,Bananas,2023,export,143.0,,,CHN_export_dest_2023
CHN,NLD,803,Bananas,2023,export,125.0,,,CHN_export_dest_2023
CHN,FIN,803,Bananas,2023,export,108.0,,,CHN_export_dest_2023
CHN,SWE,803,Bananas,2023,export,94.0,,,CHN_export_dest_2023
CHN,POL,803,Bananas,2023,export,58.0,,,CHN_export_dest_2023
CHN,GTM,803,Bananas,2023,export,48.0,,,CHN_export_dest_2023
CHN,MNE,803,Bananas,2023,export,37.0,,,CHN_export_dest_2023
CHN,KOR,803,Bananas,2023,export,13.0,,,CHN_export_dest_2023
CHN,GHA,803,Bananas,2023,export,2.0,,,CHN_export_dest_2023
CHN,UGA,803,Bananas,2023,export,1.0,,,CHN_export_dest_2023
PHL,CHN,,,2019-01,import,2140644725.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-01,export,640787464.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-02,import,1702707573.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-02,export,679309015.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-03,import,2024366096.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-03,export,739336555.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-04,import,2267501079.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-04,export,804772013.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-05,import,2258914406.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-05,export,896947219.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-06,import,2013542159.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-06,export,863292811.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-07,import,2310113833.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-07,export,860185317.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-08,import,2384421654.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-08,export,949278275.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-09,import,2223445469.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-09,export,825540044.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-10,import,2195647543.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-10,export,837247435.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-11,import,2155991102.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-11,export,696766496.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-12,import,2071712094.0,,,PHL-CHN_monthly
PHL,CHN,,,2019-12,export,835520893.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-01,import,2509828116.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-01,export,685581627.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-02,import,964531807.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-02,export,584440131.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-03,import,1446384658.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-03,export,566291940.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-04,import,774388692.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-04,export,405829383.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-05,import,1332569852.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-05,export,779113175.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-06,import,1654741273.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-06,export,891579234.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-07,import,1980182534.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-07,export,915575604.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-08,import,1945889132.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-08,export,816646402.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-09,import,2115955697.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-09,export,1225240251.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-10,import,2056475526.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-10,export,954909457.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-11,import,2126851035.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-11,export,934157430.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-12,import,2043477136.0,,,PHL-CHN_monthly
PHL,CHN,,,2020-12,export,838710006.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-01,import,2189022542.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-01,export,807063934.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-02,import,2099070530.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-02,export,646658487.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-03,import,2330491363.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-03,export,1087919689.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-04,import,2365198210.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-04,export,965516239.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-05,import,2478385913.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-05,export,962194573.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-06,import,2579249201.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-06,export,1069248707.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-07,import,2388536667.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-07,export,1049562491.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-08,import,2481038280.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-08,export,1063500299.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-09,import,2447352310.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-09,export,1055078610.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-10,import,2189060646.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-10,export,1012154794.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-11,import,2407334848.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-11,export,888546577.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-12,import,2271115788.0,,,PHL-CHN_monthly
PHL,CHN,,,2021-12,export,927394166.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-01,import,2184614720.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-01,export,885774447.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-02,import,2002978369.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-02,export,808341534.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-03,import,2264380123.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-03,export,1185111479.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-04,import,2520755109.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-04,export,973882991.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-05,import,2578372414.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-05,export,866284174.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-06,import,2715195641.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-06,export,868754026.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-07,import,2582468644.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-07,export,799752461.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-08,import,2873244240.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-08,export,839351005.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-09,import,2533804628.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-09,export,905644852.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-10,import,2347397498.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-10,export,975114820.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-11,import,2745566620.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-11,export,876274951.0,,,PHL-CHN_monthly
PHL,CHN,,,2022-12,import,2478469203.0,,,PHL-CHN_monthly
