country_iso3,period,gdp_growth_yoy,cpi_yoy,fx_usd,policy_uncertainty,source_file
,2011,,,,124.31635040736168,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2011,,,,151.25155591947828,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2011,,,,215.6633658502587,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2011,,,,194.66810214159435,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2011,,,,173.333928427409,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2011,,,,195.3298343828691,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2011,,,,186.3765064742516,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,158.49112750288364,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,148.34570069780997,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,146.8754819559385,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,136.51139063887845,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,165.58162411048323,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,188.31995060302788,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,153.00085042595572,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,118.63951527924252,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,156.11290863870306,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,151.6641576128439,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,161.04530807528823,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2012,,,,170.05411988120704,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,165.9691697799868,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,123.42232849776214,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,145.2720300527023,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,139.8204551480889,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,108.45989263074809,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,130.3413693661682,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,108.61702839051556,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,127.510476414801,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,141.4821197742111,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,167.42568943692825,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,108.1266979750649,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2013,,,,128.28453589585868,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,119.73175613137757,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,100.93055162712092,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,114.62931361273507,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,118.49435508905484,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,111.04847877848124,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,96.49482870558502,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,99.92635829313264,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,105.12662407963082,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,128.62705127380812,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,114.72445601526448,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,128.5824873826561,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2014,,,,113.92492663832272,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,135.1560574639586,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,122.71735670724914,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,117.89247208301398,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,100.8295329808796,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,101.5045605550446,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,118.7324853799622,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,122.95756139829524,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,117.1942552555096,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,153.84681297527246,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,115.4049805479583,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,106.0671427963777,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2015,,,,116.93045680201118,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,140.98922239439594,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,145.7843210258418,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,162.35701347188672,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,146.4108057327558,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,123.78310072422684,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,220.8728020774366,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,189.04230666470053,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,136.53175457380783,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,139.17308540863206,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,122.4195136717544,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,215.21014277618755,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2016,,,,186.7824680495277,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,255.4434097930697,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,189.76757983419247,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,250.267752001554,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,177.8815889276257,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,142.73990616501476,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,175.62285235872952,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,172.39612352021453,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,141.85111637138604,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,163.55370928011234,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,149.8850413341657,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,168.11429989012603,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2017,,,,155.63141879389653,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,180.2249522168576,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,130.84397856996634,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,181.58054352215265,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,173.59974925568656,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,172.6340525363185,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,163.6014598771262,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,238.65164476922112,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,182.2535259626346,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,205.87183344860733,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,225.9861261656528,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,265.399744618659,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2018,,,,218.36766791551844,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,243.73602609554868,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,177.8851171260278,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,251.88932480392583,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,204.94518942899504,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,238.29675981398947,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,350.0857278620082,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,259.88958793996136,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,293.2323196220287,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,250.5311113198518,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,208.97313239509185,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,259.39836565970273,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2019,,,,244.6375426420794,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,199.4429235293324,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,198.10792708788884,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,311.5879846530289,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,335.00924143313,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,424.1398946815541,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,325.17552294739903,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,308.7287709296871,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,304.4728172850744,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,328.0290650225485,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,313.2323743217535,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,421.6950694836916,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2020,,,,315.13339968767843,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2021,,,,283.33855685729594,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2021,,,,200.1835364747843,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2021,,,,221.55855938706355,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2021,,,,206.5210490364654,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2021,,,,179.9193447624978,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2021,,,,181.2608313438116,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2021,,,,190.67860729711984,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
,2021,,,,210.24213235255337,Trade:macro data controls/Global_Policy_Uncertainty_Data.xlsx
