resolution_code,res_key,vote_id,vote_date
A/RES/37/120D,R/37/120D,2422,1982-12-01
A/RES/37/120E,R/37/120E,2423,1982-12-01
A/RES/37/120F,R/37/120F,2424,1982-12-01
A/RES/37/120G,R/37/120G,2425,1982-12-01
A/RES/37/120H,R/37/120H,2426,1982-12-01
A/RES/37/120I,R/37/120I,2427,1982-12-01
A/RES/37/120J,R/37/120J,2428,1982-12-01
A/RES/37/120K,R/37/120K,2429,1982-12-01
A/RES/37/122,R/37/122,2430,1982-12-02
A/RES/37/123A,R/37/123A,2359,1982-12-05
A/RES/37/123B,R/37/123B,2360,1982-12-01
A/RES/37/123C,R/37/123C,2361,1982-12-01
A/RES/37/123D,R/37/123D,2362,1982-12-01
A/RES/37/123E,R/37/123E,2363,1982-12-01
A/RES/37/123F,R/37/123F,2364,1982-12-01
A/RES/37/125A,R/37/125A,2469,1982-11-04
A/RES/37/126,R/37/126,2470,1982-12-02
A/RES/37/127A,R/37/127A,2471,1982-12-02
A/RES/37/127B,R/37/127B,2472,1982-12-02
A/RES/37/13,R/37/13,2466,1982-11-04
A/RES/37/130,R/37/130,2473,1982-12-02
A/RES/37/131,R/37/131,2474,1982-12-02
A/RES/37/134,R/37/134,2431,1982-12-02
A/RES/37/135,R/37/135,2432,1982-12-02
A/RES/37/137,R/37/137,2433,1982-12-02
A/RES/37/138,R/37/138,2434,1982-12-02
A/RES/37/140,R/37/140,2435,1982-12-02
A/RES/37/142,R/37/142,2436,1982-12-02
A/RES/37/144,R/37/144,2437,1982-12-02
A/RES/37/167,R/37/167,2365,1982-12-02
A/RES/37/18,R/37/18,2337,1982-11-06
A/RES/37/183,R/37/183,2454,1982-12-02
A/RES/37/184,R/37/184,2455,1982-12-02
A/RES/37/185,R/37/185,2456,1982-12-02
A/RES/37/189A,R/37/189A,2457,1982-12-03
A/RES/37/189B,R/37/189B,2458,1982-12-03
A/RES/37/19,R/37/19,2338,1982-11-06
A/RES/37/199,R/37/199,2459,1982-12-03
A/RES/37/2,R/37/2,2332,1982-10-03
A/RES/37/200,R/37/200,2460,1982-12-03
A/RES/37/204,R/37/204,2438,1982-12-05
A/RES/37/207,R/37/207,2439,1982-12-05
A/RES/37/212,R/37/212,2440,1982-12-05
A/RES/37/215,R/37/215,2441,1982-12-05
A/RES/37/222,R/37/222,2442,1982-12-05
A/RES/37/230,R/37/230,2443,1982-12-05
A/RES/37/233A,R/37/233A,2366,1982-12-05
A/RES/37/233B,R/37/233B,2367,1982-12-05
A/RES/37/233C,R/37/233C,2368,1982-12-05
A/RES/37/233D,R/37/233D,2369,1982-12-05
A/RES/37/233E,R/37/233E,2370,1982-12-05
A/RES/37/236B,R/37/236B,2476,1982-12-06
A/RES/37/238,R/37/238,2480,1982-12-06
A/RES/37/243A,R/37/243A,2481,1982-12-06
A/RES/37/243C,R/37/243C,2482,1982-12-06
A/RES/37/244,R/37/244,2444,1982-12-06
A/RES/37/250,R/37/250,2445,1982-12-06
A/RES/37/251,R/37/251,2446,1982-12-06
A/RES/37/252,R/37/252,2447,1982-12-06
A/RES/37/28,R/37/28,2461,1982-11-04
A/RES/37/29,R/37/29,2462,1982-11-04
A/RES/37/3,R/37/3,2333,1982-10-04
A/RES/37/30,R/37/30,2463,1982-11-04
A/RES/37/31,R/37/31,2464,1982-11-04
A/RES/37/32,R/37/32,2465,1982-11-04
A/RES/37/35,R/37/35,2339,1982-11-04
A/RES/37/36,R/37/36,2340,1982-11-07
A/RES/37/37,R/37/37,2341,1982-11-04
A/RES/37/38A,R/37/38A,2467,1982-11-04
A/RES/37/38B,R/37/38B,2468,1982-11-04
A/RES/37/39,R/37/39,2448,1982-12-02
A/RES/37/40,R/37/40,2449,1982-12-02
A/RES/37/43,R/37/43,2450,1982-12-02
A/RES/37/46,R/37/46,2451,1982-12-02
A/RES/37/47,R/37/47,2452,1982-12-02
A/RES/37/51,R/37/51,2453,1982-12-02
A/RES/37/6,R/37/6,2334,1982-10-03
A/RES/37/65,R/37/65,2342,1982-11-03
A/RES/37/66,R/37/66,2343,1982-12-02
A/RES/37/68,R/37/68,2344,1982-12-02
A/RES/37/69A,R/37/69A,2345,1982-12-01
A/RES/37/69B,R/37/69B,2346,1982-12-01
A/RES/37/69C,R/37/69C,2347,1982-12-01
A/RES/37/69D,R/37/69D,2348,1982-12-01
A/RES/37/69E,R/37/69E,2349,1982-12-01
A/RES/37/69F,R/37/69F,2350,1982-12-01
A/RES/37/69G,R/37/69G,2351,1982-12-01
A/RES/37/69H,R/37/69H,2352,1982-12-01
A/RES/37/69J,R/37/69J,2353,1982-12-01
A/RES/37/7,R/37/7,2335,1982-10-03
A/RES/37/71,R/37/71,2371,1982-12-01
A/RES/37/72,R/37/72,2372,1982-12-01
A/RES/37/73,R/37/73,2373,1982-12-01
A/RES/37/74A,R/37/74A,2374,1982-12-01
A/RES/37/74B,R/37/74B,2375,1982-12-01
A/RES/37/76,R/37/76,2376,1982-12-01
A/RES/37/77A,R/37/77A,2377,1982-12-01
A/RES/37/77B,R/37/77B,2378,1982-12-01
A/RES/37/78A,R/37/78A,2379,1982-12-01
A/RES/37/78B,R/37/78B,2380,1982-12-01
A/RES/37/78C,R/37/78C,2381,1982-12-01
A/RES/37/78E,R/37/78E,2382,1982-12-01
A/RES/37/78F,R/37/78F,2383,1982-12-01
A/RES/37/78G,R/37/78G,2384,1982-12-01
A/RES/37/78I,R/37/78I,2385,1982-12-01
A/RES/37/78J,R/37/78J,2386,1982-12-01
A/RES/37/78K,R/37/78K,2387,1982-12-01
A/RES/37/80,R/37/80,2388,1982-12-01
A/RES/37/81,R/37/81,2389,1982-12-01
A/RES/37/82,R/37/82,2390,1982-12-01
A/RES/37/83,R/37/83,2391,1982-12-01
A/RES/37/84,R/37/84,2392,1982-12-01
A/RES/37/85,R/37/85,2393,1982-12-01
A/RES/37/86A,R/37/86A,2354,1982-12-02
A/RES/37/86B,R/37/86B,2355,1982-12-02
A/RES/37/86C,R/37/86C,2356,1982-12-02
A/RES/37/86D,R/37/86D,2357,1982-12-02
A/RES/37/86E,R/37/86E,2358,1982-12-02
A/RES/37/88A,R/37/88A,2412,1982-12-02
A/RES/37/88B,R/37/88B,2413,1982-12-02
A/RES/37/88C,R/37/88C,2414,1982-12-02
A/RES/37/88D,R/37/88D,2415,1982-12-02
A/RES/37/88E,R/37/88E,2416,1982-12-02
A/RES/37/88F,R/37/88F,2417,1982-12-02
A/RES/37/88G,R/37/88G,2418,1982-12-02
A/RES/37/9,R/37/9,2336,1982-11-06
A/RES/37/92,R/37/92,2419,1982-12-02
A/RES/37/94B,R/37/94B,2420,1982-12-02
A/RES/37/95B,R/37/95B,2394,1982-12-05
A/RES/37/98A,R/37/98A,2395,1982-12-05
A/RES/37/98C,R/37/98C,2396,1982-12-05
A/RES/37/98D,R/37/98D,2397,1982-12-05
A/RES/37/98E,R/37/98E,2398,1982-12-05
A/RES/37/99A,R/37/99A,2399,1982-12-05
A/RES/37/99D,R/37/99D,2400,1982-12-05
A/RES/37/99E,R/37/99E,2401,1982-12-05
A/RES/37/99F,R/37/99F,2402,1982-12-05
A/RES/37/99G,R/37/99G,2403,1982-12-05
A/RES/37/99I,R/37/99I,2404,1982-12-05
A/RES/37/99J,R/37/99J,2405,1982-12-05
A/RES/38/100,R/38/100,2609,1983-12-03
A/RES/38/101,R/38/101,2610,1983-12-03
A/RES/38/102,R/38/102,2611,1983-12-03
A/RES/38/107,R/38/107,2612,1983-12-03
A/RES/38/108,R/38/108,2613,1983-12-03
A/RES/38/11,R/38/11,2494,1983-11-05
A/RES/38/112,R/38/112,2614,1983-12-03
A/RES/38/113,R/38/113,2615,1983-12-03
A/RES/38/12,R/38/12,2495,1983-11-06
A/RES/38/124,R/38/124,2616,1983-12-03
A/RES/38/128,R/38/128,2634,1983-12-06
A/RES/38/13,R/38/13,2496,1983-11-04
A/RES/38/132,R/38/132,2635,1983-12-06
A/RES/38/133,R/38/133,2636,1983-12-06
A/RES/38/144,R/38/144,2595,1983-12-06
A/RES/38/145,R/38/145,2596,1983-12-06
A/RES/38/150,R/38/150,2597,1983-12-06
A/RES/38/154,R/38/154,2598,1983-12-06
A/RES/38/162,R/38/162,2599,1983-12-06
A/RES/38/166,R/38/166,2600,1983-12-06
A/RES/38/17,R/38/17,2606,1983-11-05
A/RES/38/174,R/38/174,2601,1983-12-06
A/RES/38/177,R/38/177,2602,1983-12-06
A/RES/38/180A,R/38/180A,2522,1983-12-06
A/RES/38/180B,R/38/180B,2523,1983-12-06
A/RES/38/180C,R/38/180C,2524,1983-12-06
A/RES/38/180D,R/38/180D,2525,1983-12-06
A/RES/38/180E,R/38/180E,2526,1983-12-06
A/RES/38/181A,R/38/181A,2545,1983-12-07
A/RES/38/181B,R/38/181B,2546,1983-12-07
A/RES/38/182,R/38/182,2547,1983-12-07
A/RES/38/183A,R/38/183A,2548,1983-12-07
A/RES/38/183B,R/38/183B,2549,1983-12-07
A/RES/38/183C,R/38/183C,2550,1983-12-07
A/RES/38/183D,R/38/183D,2551,1983-12-07
A/RES/38/183F,R/38/183F,2552,1983-12-07
A/RES/38/183G,R/38/183G,2553,1983-12-07
A/RES/38/183H,R/38/183H,2554,1983-12-07
A/RES/38/183I,R/38/183I,2555,1983-12-07
A/RES/38/183J,R/38/183J,2556,1983-12-07
A/RES/38/183L,R/38/183L,2557,1983-12-07
A/RES/38/183M,R/38/183M,2558,1983-12-07
A/RES/38/183N,R/38/183N,2559,1983-12-07
A/RES/38/183P,R/38/183P,2560,1983-12-07
A/RES/38/184B,R/38/184B,2561,1983-12-07
A/RES/38/187A,R/38/187A,2562,1983-12-07
A/RES/38/187C,R/38/187C,2563,1983-12-07
A/RES/38/188A,R/38/188A,2564,1983-12-07
A/RES/38/188C,R/38/188C,2565,1983-12-07
A/RES/38/188E,R/38/188E,2566,1983-12-07
A/RES/38/188F,R/38/188F,2567,1983-12-07
A/RES/38/188G,R/38/188G,2568,1983-12-07
A/RES/38/188H,R/38/188H,2569,1983-12-07
A/RES/38/188I,R/38/188I,2570,1983-12-07
A/RES/38/188J,R/38/188J,2571,1983-12-07
A/RES/38/19,R/38/19,2607,1983-11-05
A/RES/38/190,R/38/190,2572,1983-12-07
A/RES/38/191,R/38/191,2573,1983-12-07
A/RES/38/196,R/38/196,2603,1983-12-07
A/RES/38/197,R/38/197,2604,1983-12-07
A/RES/38/202,R/38/202,2605,1983-12-07
A/RES/38/226,R/38/226,2623,1983-12-07
A/RES/38/228A,R/38/228A,2624,1983-12-07
A/RES/38/232,R/38/232,2625,1983-12-07
A/RES/38/233,R/38/233,2626,1983-12-07
A/RES/38/235,R/38/235,2628,1983-12-07
A/RES/38/236A,R/38/236A,2629,1983-12-07
A/RES/38/236C,R/38/236C,2630,1983-12-07
A/RES/38/237,R/38/237,2631,1983-12-07
A/RES/38/238,R/38/238,2632,1983-12-07
A/RES/38/239,R/38/239,2633,1983-12-07
A/RES/38/25,R/38/25,2608,1983-11-05
A/RES/38/29,R/38/29,2497,1983-11-06
A/RES/38/3,R/38/3,2491,1983-10-04
A/RES/38/34,R/38/34,2498,1983-11-01
A/RES/38/35A,R/38/35A,2620,1983-12-03
A/RES/38/35B,R/38/35B,2621,1983-12-03
A/RES/38/36A,R/38/36A,2499,1983-12-03
A/RES/38/36B,R/38/36B,2500,1983-12-03
A/RES/38/36C,R/38/36C,2501,1983-12-03
A/RES/38/36D,R/38/36D,2502,1983-12-03
A/RES/38/36E,R/38/36E,2503,1983-12-03
A/RES/38/38,R/38/38,2622,1983-12-06
A/RES/38/39A,R/38/39A,2504,1983-12-06
A/RES/38/39B,R/38/39B,2505,1983-12-06
A/RES/38/39C,R/38/39C,2506,1983-12-06
A/RES/38/39D,R/38/39D,2507,1983-12-06
A/RES/38/39E,R/38/39E,2508,1983-12-06
A/RES/38/39F,R/38/39F,2509,1983-12-06
A/RES/38/39G,R/38/39G,2510,1983-12-06
A/RES/38/39I,R/38/39I,2511,1983-12-06
A/RES/38/39J,R/38/39J,2512,1983-12-06
A/RES/38/39K,R/38/39K,2513,1983-12-06
A/RES/38/49,R/38/49,2617,1983-12-01
A/RES/38/50,R/38/50,2618,1983-12-01
A/RES/38/51,R/38/51,2619,1983-12-01
A/RES/38/54,R/38/54,2514,1983-12-01
A/RES/38/55,R/38/55,2515,1983-12-01
A/RES/38/58A,R/38/58A,2516,1983-12-07
A/RES/38/58B,R/38/58B,2517,1983-12-07
A/RES/38/58C,R/38/58C,2518,1983-12-07
A/RES/38/58D,R/38/58D,2519,1983-12-07
A/RES/38/58E,R/38/58E,2520,1983-12-07
A/RES/38/59A,R/38/59A,2521,1983-12-01
A/RES/38/61,R/38/61,2527,1983-12-02
A/RES/38/62,R/38/62,2528,1983-12-02
A/RES/38/63,R/38/63,2529,1983-12-02
A/RES/38/65,R/38/65,2530,1983-12-02
A/RES/38/67,R/38/67,2531,1983-12-02
A/RES/38/68,R/38/68,2532,1983-12-02
A/RES/38/69,R/38/69,2533,1983-12-02
A/RES/38/7,R/38/7,2492,1983-11-06
A/RES/38/70,R/38/70,2534,1983-12-02
A/RES/38/71A,R/38/71A,2535,1983-12-02
A/RES/38/72,R/38/72,2536,1983-12-02
A/RES/38/73B,R/38/73B,2537,1983-12-02
A/RES/38/73E,R/38/73E,2538,1983-12-02
A/RES/38/73F,R/38/73F,2539,1983-12-02
A/RES/38/73G,R/38/73G,2540,1983-12-02
A/RES/38/73H,R/38/73H,2541,1983-12-02
A/RES/38/74,R/38/74,2542,1983-12-02
A/RES/38/75,R/38/75,2543,1983-12-02
A/RES/38/76,R/38/76,2544,1983-12-02
A/RES/38/79A,R/38/79A,2574,1983-12-02
A/RES/38/79B,R/38/79B,2575,1983-12-02
A/RES/38/79C,R/38/79C,2576,1983-12-02
A/RES/38/79D,R/38/79D,2577,1983-12-02
A/RES/38/79E,R/38/79E,2578,1983-12-02
A/RES/38/79F,R/38/79F,2579,1983-12-02
A/RES/38/79G,R/38/79G,2580,1983-12-02
A/RES/38/79H,R/38/79H,2581,1983-12-02
A/RES/38/80,R/38/80,2582,1983-12-02
A/RES/38/81,R/38/81,2583,1983-12-02
A/RES/38/82B,R/38/82B,2584,1983-12-02
A/RES/38/83A,R/38/83A,2585,1983-12-02
A/RES/38/83D,R/38/83D,2586,1983-12-02
A/RES/38/83E,R/38/83E,2587,1983-12-02
A/RES/38/83F,R/38/83F,2588,1983-12-02
A/RES/38/83G,R/38/83G,2589,1983-12-02
A/RES/38/83H,R/38/83H,2590,1983-12-02
A/RES/38/83I,R/38/83I,2591,1983-12-02
A/RES/38/83J,R/38/83J,2592,1983-12-02
A/RES/38/83K,R/38/83K,2593,1983-12-02
A/RES/38/85,R/38/85,2594,1983-12-02
A/RES/38/9,R/38/9,2493,1983-11-07
A/RES/39/101,R/39/101,2738,1984-12-05
A/RES/39/11,R/39/11,2644,1984-11-06
A/RES/39/119,R/39/119,2758,1984-12-05
A/RES/39/120,R/39/120,2759,1984-12-05
A/RES/39/121,R/39/121,2760,1984-12-05
A/RES/39/127,R/39/127,2761,1984-12-05
A/RES/39/13,R/39/13,2645,1984-11-02
A/RES/39/130,R/39/130,2762,1984-12-05
A/RES/39/133,R/39/133,2763,1984-12-05
A/RES/39/134,R/39/134,2764,1984-12-05
A/RES/39/137,R/39/137,2765,1984-12-05
A/RES/39/14,R/39/14,2646,1984-11-03
A/RES/39/145,R/39/145,2766,1984-12-05
A/RES/39/146B,R/39/146B,2668,1984-12-05
A/RES/39/146C,R/39/146C,2669,1984-12-05
A/RES/39/147,R/39/147,2692,1984-12-01
A/RES/39/148L,R/39/148L,2703,1984-12-01
A/RES/39/15,R/39/15,2754,1984-11-03
A/RES/39/155,R/39/155,2715,1984-12-01
A/RES/39/157,R/39/157,2716,1984-12-01
A/RES/39/158,R/39/158,2717,1984-12-01
A/RES/39/159,R/39/159,2718,1984-12-01
A/RES/39/161B,R/39/161B,2670,1984-12-01
A/RES/39/163,R/39/163,2739,1984-12-01
A/RES/39/167,R/39/167,2740,1984-12-01
A/RES/39/169,R/39/169,2741,1984-12-01
A/RES/39/17,R/39/17,2755,1984-11-03
A/RES/39/177,R/39/177,2742,1984-12-01
A/RES/39/19,R/39/19,2756,1984-11-03
A/RES/39/2,R/39/2,2640,1984-09-05
A/RES/39/21,R/39/21,2757,1984-11-03
A/RES/39/210,R/39/210,2743,1984-12-02
A/RES/39/211,R/39/211,2744,1984-12-02
A/RES/39/218,R/39/218,2745,1984-12-02
A/RES/39/221,R/39/221,2746,1984-12-02
A/RES/39/223,R/39/223,2747,1984-12-02
A/RES/39/224,R/39/224,2748,1984-12-02
A/RES/39/226,R/39/226,2749,1984-12-02
A/RES/39/229,R/39/229,2750,1984-12-02
A/RES/39/230,R/39/230,2751,1984-12-02
A/RES/39/232,R/39/232,2752,1984-12-02
A/RES/39/233,R/39/233,2753,1984-12-02
A/RES/39/237A,R/39/237A,2777,1984-12-02
A/RES/39/237B,R/39/237B,2778,1984-12-02
A/RES/39/237C,R/39/237C,2779,1984-12-02
A/RES/39/240,R/39/240,2780,1984-12-02
A/RES/39/243,R/39/243,2781,1984-12-02
A/RES/39/40,R/39/40,2767,1984-12-03
A/RES/39/41,R/39/41,2768,1984-12-03
A/RES/39/42,R/39/42,2769,1984-12-03
A/RES/39/43,R/39/43,2770,1984-12-03
A/RES/39/48,R/39/48,2647,1984-12-02
A/RES/39/49A,R/39/49A,2648,1984-12-02
A/RES/39/49B,R/39/49B,2649,1984-12-02
A/RES/39/49C,R/39/49C,2650,1984-12-02
A/RES/39/49D,R/39/49D,2651,1984-12-02
A/RES/39/5,R/39/5,2641,1984-10-04
A/RES/39/50A,R/39/50A,2652,1984-12-03
A/RES/39/50B,R/39/50B,2653,1984-12-03
A/RES/39/50C,R/39/50C,2654,1984-12-03
A/RES/39/50D,R/39/50D,2655,1984-12-03
A/RES/39/50E,R/39/50E,2656,1984-12-03
A/RES/39/51,R/39/51,2671,1984-12-03
A/RES/39/52,R/39/52,2672,1984-12-03
A/RES/39/53,R/39/53,2673,1984-12-03
A/RES/39/55,R/39/55,2674,1984-12-03
A/RES/39/57,R/39/57,2675,1984-12-03
A/RES/39/58,R/39/58,2676,1984-12-03
A/RES/39/59,R/39/59,2677,1984-12-03
A/RES/39/6,R/39/6,2642,1984-11-02
A/RES/39/60,R/39/60,2678,1984-12-03
A/RES/39/61A,R/39/61A,2679,1984-12-03
A/RES/39/61B,R/39/61B,2680,1984-12-03
A/RES/39/62,R/39/62,2681,1984-12-03
A/RES/39/63A,R/39/63A,2682,1984-12-03
A/RES/39/63C,R/39/63C,2683,1984-12-03
A/RES/39/63D,R/39/63D,2684,1984-12-03
A/RES/39/63G,R/39/63G,2685,1984-12-03
A/RES/39/63H,R/39/63H,2686,1984-12-03
A/RES/39/63K,R/39/63K,2687,1984-12-03
A/RES/39/64B,R/39/64B,2688,1984-12-03
A/RES/39/65A,R/39/65A,2689,1984-12-03
A/RES/39/65B,R/39/65B,2690,1984-12-03
A/RES/39/65E,R/39/65E,2691,1984-12-03
A/RES/39/70,R/39/70,2771,1984-12-04
A/RES/39/71,R/39/71,2772,1984-12-04
A/RES/39/72A,R/39/72A,2657,1984-12-04
A/RES/39/72B,R/39/72B,2658,1984-12-04
A/RES/39/72C,R/39/72C,2659,1984-12-04
A/RES/39/72D,R/39/72D,2660,1984-12-04
A/RES/39/72E,R/39/72E,2661,1984-12-04
A/RES/39/72G,R/39/72G,2662,1984-12-04
A/RES/39/73,R/39/73,2663,1984-12-04
A/RES/39/75,R/39/75,2782,1984-12-04
A/RES/39/76,R/39/76,2783,1984-12-04
A/RES/39/80,R/39/80,2784,1984-12-04
A/RES/39/81,R/39/81,2785,1984-12-04
A/RES/39/9,R/39/9,2643,1984-11-02
A/RES/39/90,R/39/90,2786,1984-12-04
A/RES/39/91,R/39/91,2664,1984-12-05
A/RES/39/92,R/39/92,2665,1984-12-05
A/RES/39/93,R/39/93,2666,1984-12-05
A/RES/39/95A,R/39/95A,2719,1984-12-05
A/RES/39/95B,R/39/95B,2720,1984-12-05
A/RES/39/95C,R/39/95C,2721,1984-12-05
A/RES/39/95D,R/39/95D,2722,1984-12-05
A/RES/39/95E,R/39/95E,2723,1984-12-05
A/RES/39/95F,R/39/95F,2724,1984-12-05
A/RES/39/95G,R/39/95G,2725,1984-12-05
A/RES/39/95H,R/39/95H,2726,1984-12-05
A/RES/39/98A,R/39/98A,2727,1984-12-05
A/RES/39/98B,R/39/98B,2728,1984-12-05
A/RES/39/99A,R/39/99A,2729,1984-12-05
A/RES/39/99D,R/39/99D,2730,1984-12-05
A/RES/39/99E,R/39/99E,2731,1984-12-05
A/RES/39/99F,R/39/99F,2732,1984-12-05
A/RES/39/99G,R/39/99G,2733,1984-12-05
A/RES/39/99H,R/39/99H,2734,1984-12-05
A/RES/39/99I,R/39/99I,2735,1984-12-05
A/RES/39/99J,R/39/99J,2736,1984-12-05
A/RES/39/99K,R/39/99K,2737,1984-12-05
A/RES/40/100,R/40/100,2860,1985-12-06
A/RES/40/11,R/40/11,2794,1985-11-02
A/RES/40/111,R/40/111,2861,1985-12-06
A/RES/40/112,R/40/112,2862,1985-12-06
A/RES/40/114,R/40/114,2863,1985-12-06
A/RES/40/12,R/40/12,2795,1985-11-04
A/RES/40/124,R/40/124,2864,1985-12-06
A/RES/40/137,R/40/137,2865,1985-12-06
A/RES/40/139,R/40/139,2866,1985-12-06
A/RES/40/140,R/40/140,2867,1985-12-06
A/RES/40/141,R/40/141,2868,1985-12-06
A/RES/40/145,R/40/145,2869,1985-12-06
A/RES/40/148,R/40/148,2870,1985-12-06
A/RES/40/150,R/40/150,2871,1985-12-02
A/RES/40/151A,R/40/151A,2872,1985-12-02
A/RES/40/151B,R/40/151B,2873,1985-12-02
A/RES/40/151C,R/40/151C,2874,1985-12-02
A/RES/40/151D,R/40/151D,2875,1985-12-02
A/RES/40/151E,R/40/151E,2876,1985-12-02
A/RES/40/151F,R/40/151F,2877,1985-12-02
A/RES/40/151H,R/40/151H,2878,1985-12-02
A/RES/40/152A,R/40/152A,2879,1985-12-02
A/RES/40/152B,R/40/152B,2880,1985-12-02
A/RES/40/152C,R/40/152C,2881,1985-12-02
A/RES/40/152E,R/40/152E,2882,1985-12-02
A/RES/40/152G,R/40/152G,2883,1985-12-02
A/RES/40/152H,R/40/152H,2884,1985-12-02
A/RES/40/152I,R/40/152I,2885,1985-12-02
A/RES/40/152J,R/40/152J,2886,1985-12-02
A/RES/40/152M,R/40/152M,2887,1985-12-02
A/RES/40/152N,R/40/152N,2888,1985-12-02
A/RES/40/152P,R/40/152P,2889,1985-12-02
A/RES/40/152Q,R/40/152Q,2890,1985-12-02
A/RES/40/156A,R/40/156A,2891,1985-12-02
A/RES/40/156B,R/40/156B,2892,1985-12-02
A/RES/40/156C,R/40/156C,2893,1985-12-02
A/RES/40/158,R/40/158,2894,1985-12-02
A/RES/40/159,R/40/159,2895,1985-12-02
A/RES/40/161A,R/40/161A,2896,1985-12-02
A/RES/40/161B,R/40/161B,2897,1985-12-02
A/RES/40/161C,R/40/161C,2898,1985-12-02
A/RES/40/161D,R/40/161D,2899,1985-12-02
A/RES/40/161E,R/40/161E,2900,1985-12-02
A/RES/40/161F,R/40/161F,2901,1985-12-02
A/RES/40/161G,R/40/161G,2902,1985-12-02
A/RES/40/164A,R/40/164A,2903,1985-12-02
A/RES/40/164B,R/40/164B,2904,1985-12-02
A/RES/40/165A,R/40/165A,2905,1985-12-02
A/RES/40/165D,R/40/165D,2906,1985-12-02
A/RES/40/165E,R/40/165E,2907,1985-12-02
A/RES/40/165F,R/40/165F,2908,1985-12-02
A/RES/40/165G,R/40/165G,2909,1985-12-02
A/RES/40/165H,R/40/165H,2910,1985-12-02
A/RES/40/165I,R/40/165I,2911,1985-12-02
A/RES/40/165J,R/40/165J,2912,1985-12-02
A/RES/40/165K,R/40/165K,2913,1985-12-02
A/RES/40/167,R/40/167,2914,1985-12-02
A/RES/40/168A,R/40/168A,2915,1985-12-02
A/RES/40/168B,R/40/168B,2916,1985-12-02
A/RES/40/168C,R/40/168C,2917,1985-12-02
A/RES/40/169,R/40/169,2918,1985-12-03
A/RES/40/170,R/40/170,2919,1985-12-03
A/RES/40/173,R/40/173,2920,1985-12-03
A/RES/40/18,R/40/18,2796,1985-11-02
A/RES/40/182,R/40/182,2921,1985-12-03
A/RES/40/183,R/40/183,2922,1985-12-03
A/RES/40/185,R/40/185,2923,1985-12-03
A/RES/40/188,R/40/188,2924,1985-12-03
A/RES/40/19,R/40/19,2797,1985-11-05
A/RES/40/191,R/40/191,2925,1985-12-03
A/RES/40/197,R/40/197,2926,1985-12-03
A/RES/40/200,R/40/200,2927,1985-12-03
A/RES/40/201,R/40/201,2928,1985-12-03
A/RES/40/207,R/40/207,2929,1985-12-03
A/RES/40/21,R/40/21,2798,1985-11-04
A/RES/40/23,R/40/23,2799,1985-11-06
A/RES/40/239,R/40/239,2930,1985-12-04
A/RES/40/241B,R/40/241B,2931,1985-12-04
A/RES/40/243I,R/40/243I,2932,1985-12-04
A/RES/40/246A,R/40/246A,2933,1985-12-04
A/RES/40/246B,R/40/246B,2934,1985-12-04
A/RES/40/247,R/40/247,2935,1985-12-04
A/RES/40/248,R/40/248,2936,1985-12-04
A/RES/40/25,R/40/25,2800,1985-11-06
A/RES/40/253A,R/40/253A,2938,1985-12-04
A/RES/40/253B,R/40/253B,2939,1985-12-04
A/RES/40/253C,R/40/253C,2940,1985-12-04
A/RES/40/254,R/40/254,2941,1985-12-04
A/RES/40/255,R/40/255,2942,1985-12-04
A/RES/40/27,R/40/27,2801,1985-11-06
A/RES/40/28,R/40/28,2802,1985-11-06
A/RES/40/5,R/40/5,2791,1985-10-06
A/RES/40/50,R/40/50,2803,1985-12-02
A/RES/40/51,R/40/51,2804,1985-12-02
A/RES/40/52,R/40/52,2805,1985-12-02
A/RES/40/53,R/40/53,2806,1985-12-02
A/RES/40/56,R/40/56,2807,1985-12-02
A/RES/40/57,R/40/57,2808,1985-12-02
A/RES/40/58,R/40/58,2809,1985-12-02
A/RES/40/59A,R/40/59A,2810,1985-12-02
A/RES/40/59B,R/40/59B,2811,1985-12-02
A/RES/40/6,R/40/6,2792,1985-11-06
A/RES/40/62,R/40/62,2812,1985-12-02
A/RES/40/63,R/40/63,2813,1985-12-03
A/RES/40/64A,R/40/64A,2814,1985-12-03
A/RES/40/64B,R/40/64B,2815,1985-12-03
A/RES/40/64C,R/40/64C,2816,1985-12-03
A/RES/40/64D,R/40/64D,2817,1985-12-03
A/RES/40/64E,R/40/64E,2818,1985-12-03
A/RES/40/64F,R/40/64F,2819,1985-12-03
A/RES/40/64G,R/40/64G,2820,1985-12-03
A/RES/40/64I,R/40/64I,2821,1985-12-03
A/RES/40/67,R/40/67,2822,1985-12-04
A/RES/40/69,R/40/69,2823,1985-12-04
A/RES/40/7,R/40/7,2793,1985-11-03
A/RES/40/70,R/40/70,2824,1985-12-04
A/RES/40/79,R/40/79,2825,1985-12-05
A/RES/40/80A,R/40/80A,2826,1985-12-05
A/RES/40/80B,R/40/80B,2827,1985-12-05
A/RES/40/81,R/40/81,2828,1985-12-05
A/RES/40/83,R/40/83,2829,1985-12-05
A/RES/40/85,R/40/85,2830,1985-12-05
A/RES/40/86,R/40/86,2831,1985-12-05
A/RES/40/87,R/40/87,2832,1985-12-05
A/RES/40/88,R/40/88,2833,1985-12-05
A/RES/40/89A,R/40/89A,2834,1985-12-05
A/RES/40/89B,R/40/89B,2835,1985-12-05
A/RES/40/90,R/40/90,2836,1985-12-05
A/RES/40/91B,R/40/91B,2837,1985-12-05
A/RES/40/92A,R/40/92A,2838,1985-12-05
