country_iso3,quarter_start,gprh_raw_q
IND,1951-01-01,46.333333333333336
IND,1951-04-01,34.333333333333336
IND,1951-07-01,35.666666666666664
IND,1951-10-01,19.666666666666668
IND,1952-01-01,15.333333333333334
IND,1952-04-01,18.666666666666668
IND,1952-07-01,13.666666666666666
IND,1952-10-01,24.666666666666668
IND,1953-01-01,29.0
IND,1953-04-01,41.666666666666664
IND,1953-07-01,32.666666666666664
IND,1953-10-01,36.333333333333336
IND,1954-01-01,23.666666666666668
IND,1954-04-01,34.0
IND,1954-07-01,23.666666666666668
IND,1954-10-01,21.666666666666668
IND,1955-01-01,33.666666666666664
IND,1955-04-01,29.333333333333332
IND,1955-07-01,20.666666666666668
IND,1955-10-01,27.333333333333332
IND,1956-01-01,38.0
IND,1956-04-01,18.666666666666668
IND,1956-07-01,58.333333333333336
IND,1956-10-01,45.666666666666664
IND,1957-01-01,35.0
IND,1957-04-01,19.0
IND,1957-07-01,22.333333333333332
IND,1957-10-01,31.0
IND,1958-01-01,19.333333333333332
IND,1958-04-01,18.0
IND,1958-07-01,37.666666666666664
IND,1958-10-01,15.666666666666666
IND,1959-01-01,14.0
IND,1959-04-01,16.666666666666668
IND,1959-07-01,28.666666666666668
IND,1959-10-01,29.333333333333332
IND,1960-01-01,14.666666666666666
IND,1960-04-01,27.0
IND,1960-07-01,25.333333333333332
IND,1960-10-01,27.666666666666668
IND,1961-01-01,36.666666666666664
IND,1961-04-01,39.666666666666664
IND,1961-07-01,53.333333333333336
IND,1961-10-01,67.66666666666667
IND,1962-01-01,35.333333333333336
IND,1962-04-01,37.0
IND,1962-07-01,37.0
IND,1962-10-01,118.33333333333333
IND,1963-01-01,28.666666666666668
IND,1963-04-01,31.666666666666668
IND,1963-07-01,50.666666666666664
IND,1963-10-01,30.333333333333332
IND,1964-01-01,21.666666666666668
IND,1964-04-01,31.666666666666668
IND,1964-07-01,31.0
IND,1964-10-01,34.0
IND,1965-01-01,23.666666666666668
IND,1965-04-01,38.666666666666664
IND,1965-07-01,96.33333333333333
IND,1965-10-01,44.333333333333336
IND,1966-01-01,43.333333333333336
IND,1966-04-01,27.333333333333332
IND,1966-07-01,30.0
IND,1966-10-01,23.333333333333332
IND,1967-01-01,21.666666666666668
IND,1967-04-01,46.333333333333336
IND,1967-07-01,30.333333333333332
IND,1967-10-01,27.666666666666668
IND,1968-01-01,32.0
IND,1968-04-01,25.666666666666668
IND,1968-07-01,21.666666666666668
IND,1968-10-01,10.666666666666666
IND,1969-01-01,21.0
IND,1969-04-01,11.333333333333334
IND,1969-07-01,18.666666666666668
IND,1969-10-01,9.333333333333334
IND,1970-01-01,14.666666666666666
IND,1970-04-01,13.333333333333334
IND,1970-07-01,22.0
IND,1970-10-01,13.666666666666666
IND,1971-01-01,20.333333333333332
IND,1971-04-01,37.333333333333336
IND,1971-07-01,25.666666666666668
IND,1971-10-01,106.0
IND,1972-01-01,27.666666666666668
IND,1972-04-01,21.666666666666668
IND,1972-07-01,14.0
IND,1972-10-01,8.0
IND,1973-01-01,27.666666666666668
IND,1973-04-01,15.333333333333334
IND,1973-07-01,17.666666666666668
IND,1973-10-01,22.333333333333332
IND,1974-01-01,16.0
IND,1974-04-01,28.666666666666668
IND,1974-07-01,26.0
IND,1974-10-01,22.0
IND,1975-01-01,34.333333333333336
IND,1975-04-01,17.0
IND,1975-07-01,18.0
IND,1975-10-01,17.0
IND,1976-01-01,21.666666666666668
IND,1976-04-01,26.0
IND,1976-07-01,26.0
IND,1976-10-01,22.0
IND,1977-01-01,16.0
IND,1977-04-01,19.666666666666668
IND,1977-07-01,21.666666666666668
IND,1977-10-01,29.0
IND,1978-01-01,21.333333333333332
IND,1978-04-01,27.666666666666668
IND,1978-07-01,13.0
IND,1978-10-01,16.666666666666668
IND,1979-01-01,24.0
IND,1979-04-01,21.333333333333332
IND,1979-07-01,21.0
IND,1979-10-01,30.333333333333332
IND,1980-01-01,77.0
IND,1980-04-01,38.666666666666664
IND,1980-07-01,41.666666666666664
IND,1980-10-01,34.333333333333336
IND,1981-01-01,27.666666666666668
IND,1981-04-01,36.333333333333336
IND,1981-07-01,22.333333333333332
IND,1981-10-01,20.333333333333332
IND,1982-01-01,23.333333333333332
IND,1982-04-01,23.333333333333332
IND,1982-07-01,21.666666666666668
IND,1982-10-01,19.666666666666668
IND,1983-01-01,21.0
IND,1983-04-01,24.666666666666668
IND,1983-07-01,23.333333333333332
IND,1983-10-01,41.666666666666664
IND,1984-01-01,25.0
IND,1984-04-01,49.0
IND,1984-07-01,35.0
IND,1984-10-01,31.333333333333332
IND,1985-01-01,21.666666666666668
IND,1985-04-01,39.0
IND,1985-07-01,40.666666666666664
IND,1985-10-01,18.666666666666668
IND,1986-01-01,30.0
IND,1986-04-01,31.0
IND,1986-07-01,32.666666666666664
IND,1986-10-01,32.333333333333336
IND,1987-01-01,33.333333333333336
IND,1987-04-01,39.333333333333336
IND,1987-07-01,34.666666666666664
IND,1987-10-01,32.666666666666664
IND,1988-01-01,14.333333333333334
IND,1988-04-01,28.0
IND,1988-07-01,18.666666666666668
IND,1988-10-01,18.333333333333332
IND,1989-01-01,16.666666666666668
IND,1989-04-01,18.666666666666668
IND,1989-07-01,11.666666666666666
IND,1989-10-01,13.666666666666666
IND,1990-01-01,15.0
IND,1990-04-01,20.666666666666668
IND,1990-07-01,44.333333333333336
IND,1990-10-01,24.333333333333332
IND,1991-01-01,25.666666666666668
IND,1991-04-01,18.666666666666668
IND,1991-07-01,8.333333333333334
IND,1991-10-01,15.0
IND,1992-01-01,22.666666666666668
IND,1992-04-01,17.666666666666668
IND,1992-07-01,17.0
IND,1992-10-01,14.0
IND,1993-01-01,21.666666666666668
IND,1993-04-01,21.0
IND,1993-07-01,17.0
IND,1993-10-01,13.333333333333334
IND,1994-01-01,28.333333333333332
IND,1994-04-01,17.333333333333332
IND,1994-07-01,11.666666666666666
IND,1994-10-01,15.333333333333334
IND,1995-01-01,12.666666666666666
IND,1995-04-01,19.333333333333332
IND,1995-07-01,17.666666666666668
IND,1995-10-01,16.333333333333332
IND,1996-01-01,14.0
IND,1996-04-01,17.333333333333332
IND,1996-07-01,20.333333333333332
IND,1996-10-01,10.666666666666666
IND,1997-01-01,8.666666666666666
IND,1997-04-01,7.0
IND,1997-07-01,7.333333333333333
IND,1997-10-01,10.0
IND,1998-01-01,16.666666666666668
IND,1998-04-01,74.33333333333333
IND,1998-07-01,36.666666666666664
IND,1998-10-01,19.0
IND,1999-01-01,17.0
IND,1999-04-01,20.666666666666668
IND,1999-07-01,25.666666666666668
IND,1999-10-01,37.0
IND,2000-01-01,28.666666666666668
IND,2000-04-01,31.333333333333332
IND,2000-07-01,25.666666666666668
IND,2000-10-01,19.0
IND,2001-01-01,18.0
IND,2001-04-01,15.333333333333334
IND,2001-07-01,46.666666666666664
IND,2001-10-01,93.33333333333333
IND,2002-01-01,58.333333333333336
IND,2002-04-01,60.333333333333336
IND,2002-07-01,37.0
IND,2002-10-01,40.333333333333336
IND,2003-01-01,46.666666666666664
IND,2003-04-01,39.0
IND,2003-07-01,42.666666666666664
IND,2003-10-01,31.0
IND,2004-01-01,44.333333333333336
IND,2004-04-01,33.666666666666664
IND,2004-07-01,40.0
IND,2004-10-01,27.0
IND,2005-01-01,28.333333333333332
IND,2005-04-01,22.333333333333332
IND,2005-07-01,32.0
IND,2005-10-01,22.333333333333332
IND,2006-01-01,38.333333333333336
IND,2006-04-01,22.0
IND,2006-07-01,34.0
IND,2006-10-01,29.0
IND,2007-01-01,18.666666666666668
IND,2007-04-01,20.0
IND,2007-07-01,28.333333333333332
IND,2007-10-01,30.0
IND,2008-01-01,21.0
IND,2008-04-01,17.0
IND,2008-07-01,32.333333333333336
IND,2008-10-01,46.333333333333336
IND,2009-01-01,25.666666666666668
IND,2009-04-01,24.666666666666668
IND,2009-07-01,18.333333333333332
IND,2009-10-01,29.333333333333332
IND,2010-01-01,19.666666666666668
IND,2010-04-01,22.666666666666668
IND,2010-07-01,18.0
IND,2010-10-01,19.0
IND,2011-01-01,17.0
IND,2011-04-01,18.666666666666668
IND,2011-07-01,14.666666666666666
IND,2011-10-01,15.0
IND,2012-01-01,21.666666666666668
IND,2012-04-01,15.0
IND,2012-07-01,18.333333333333332
IND,2012-10-01,9.0
IND,2013-01-01,11.333333333333334
IND,2013-04-01,13.0
IND,2013-07-01,10.333333333333334
IND,2013-10-01,12.666666666666666
IND,2014-01-01,14.666666666666666
IND,2014-04-01,9.666666666666666
IND,2014-07-01,12.666666666666666
IND,2014-10-01,16.333333333333332
IND,2015-01-01,14.666666666666666
IND,2015-04-01,12.0
IND,2015-07-01,9.333333333333334
IND,2015-10-01,19.0
IND,2016-01-01,12.666666666666666
IND,2016-04-01,9.0
IND,2016-07-01,17.666666666666668
IND,2016-10-01,14.666666666666666
IND,2017-01-01,15.0
IND,2017-04-01,14.0
IND,2017-07-01,17.0
IND,2017-10-01,9.0
IND,2018-01-01,7.333333333333333
IND,2018-04-01,10.333333333333334
IND,2018-07-01,10.333333333333334
IND,2018-10-01,8.333333333333334
IND,2019-01-01,14.333333333333334
IND,2019-04-01,19.333333333333332
IND,2019-07-01,21.666666666666668
IND,2019-10-01,8.666666666666666
IND,2020-01-01,12.333333333333334
IND,2020-04-01,18.0
IND,2020-07-01,11.333333333333334
IND,2020-10-01,10.666666666666666
PHL,1900-01-01,43.0
PHL,1900-04-01,33.333333333333336
PHL,1900-07-01,39.0
PHL,1900-10-01,23.333333333333332
PHL,1901-01-01,22.666666666666668
PHL,1901-04-01,13.0
PHL,1901-07-01,9.666666666666666
PHL,1901-10-01,19.666666666666668
PHL,1902-01-01,13.333333333333334
PHL,1902-04-01,26.333333333333332
PHL,1902-07-01,17.0
PHL,1902-10-01,11.0
PHL,1903-01-01,10.0
PHL,1903-04-01,7.666666666666667
PHL,1903-07-01,5.333333333333333
PHL,1903-10-01,7.666666666666667
PHL,1904-01-01,13.0
PHL,1904-04-01,4.333333333333333
PHL,1904-07-01,5.0
PHL,1904-10-01,4.333333333333333
PHL,1905-01-01,5.333333333333333
PHL,1905-04-01,9.666666666666666
PHL,1905-07-01,4.333333333333333
PHL,1905-10-01,5.333333333333333
PHL,1906-01-01,9.666666666666666
PHL,1906-04-01,1.6666666666666667
PHL,1906-07-01,8.666666666666666
PHL,1906-10-01,7.333333333333333
PHL,1907-01-01,2.0
PHL,1907-04-01,5.666666666666667
PHL,1907-07-01,9.666666666666666
PHL,1907-10-01,5.0
PHL,1908-01-01,6.0
PHL,1908-04-01,4.333333333333333
PHL,1908-07-01,6.333333333333333
PHL,1908-10-01,3.6666666666666665
PHL,1909-01-01,2.0
PHL,1909-04-01,5.333333333333333
PHL,1909-07-01,2.0
PHL,1909-10-01,1.6666666666666667
PHL,1910-01-01,4.333333333333333
PHL,1910-04-01,2.0
PHL,1910-07-01,3.0
PHL,1910-10-01,4.333333333333333
PHL,1911-01-01,4.666666666666667
PHL,1911-04-01,4.0
PHL,1911-07-01,2.3333333333333335
PHL,1911-10-01,6.333333333333333
PHL,1912-01-01,5.0
PHL,1912-04-01,2.6666666666666665
PHL,1912-07-01,1.3333333333333333
PHL,1912-10-01,2.3333333333333335
PHL,1913-01-01,6.666666666666667
PHL,1913-04-01,4.0
PHL,1913-07-01,1.6666666666666667
PHL,1913-10-01,4.333333333333333
PHL,1914-01-01,4.666666666666667
PHL,1914-04-01,8.0
PHL,1914-07-01,11.333333333333334
PHL,1914-10-01,15.0
PHL,1915-01-01,6.0
PHL,1915-04-01,3.3333333333333335
PHL,1915-07-01,7.0
PHL,1915-10-01,8.0
PHL,1916-01-01,15.0
PHL,1916-04-01,6.666666666666667
PHL,1916-07-01,9.333333333333334
PHL,1916-10-01,4.333333333333333
PHL,1917-01-01,10.0
PHL,1917-04-01,4.333333333333333
PHL,1917-07-01,5.666666666666667
PHL,1917-10-01,5.0
PHL,1918-01-01,4.0
PHL,1918-04-01,4.0
PHL,1918-07-01,4.333333333333333
PHL,1918-10-01,3.0
PHL,1919-01-01,3.6666666666666665
PHL,1919-04-01,3.3333333333333335
PHL,1919-07-01,6.0
PHL,1919-10-01,3.0
PHL,1920-01-01,2.6666666666666665
PHL,1920-04-01,2.0
PHL,1920-07-01,2.6666666666666665
PHL,1920-10-01,4.0
PHL,1921-01-01,1.6666666666666667
PHL,1921-04-01,4.0
PHL,1921-07-01,1.3333333333333333
PHL,1921-10-01,7.666666666666667
PHL,1922-01-01,4.666666666666667
PHL,1922-04-01,1.6666666666666667
PHL,1922-07-01,1.6666666666666667
PHL,1922-10-01,0.3333333333333333
PHL,1923-01-01,1.3333333333333333
PHL,1923-04-01,3.6666666666666665
PHL,1923-07-01,4.333333333333333
PHL,1923-10-01,5.0
PHL,1924-01-01,4.0
PHL,1924-04-01,3.6666666666666665
PHL,1924-07-01,3.3333333333333335
PHL,1924-10-01,5.333333333333333
PHL,1925-01-01,2.6666666666666665
PHL,1925-04-01,2.3333333333333335
PHL,1925-07-01,2.3333333333333335
PHL,1925-10-01,2.0
PHL,1926-01-01,1.3333333333333333
PHL,1926-04-01,4.333333333333333
PHL,1926-07-01,3.0
PHL,1926-10-01,2.3333333333333335
PHL,1927-01-01,6.0
PHL,1927-04-01,6.0
PHL,1927-07-01,3.0
PHL,1927-10-01,1.3333333333333333
PHL,1928-01-01,2.6666666666666665
PHL,1928-04-01,5.666666666666667
PHL,1928-07-01,4.0
PHL,1928-10-01,4.666666666666667
PHL,1929-01-01,5.333333333333333
PHL,1929-04-01,4.666666666666667
PHL,1929-07-01,5.666666666666667
PHL,1929-10-01,6.333333333333333
PHL,1930-01-01,5.333333333333333
PHL,1930-04-01,4.666666666666667
PHL,1930-07-01,1.6666666666666667
PHL,1930-10-01,2.3333333333333335
PHL,1931-01-01,3.0
PHL,1931-04-01,3.0
PHL,1931-07-01,2.6666666666666665
PHL,1931-10-01,4.333333333333333
PHL,1932-01-01,16.0
PHL,1932-04-01,5.0
PHL,1932-07-01,1.0
PHL,1932-10-01,3.0
PHL,1933-01-01,2.3333333333333335
PHL,1933-04-01,2.3333333333333335
PHL,1933-07-01,1.6666666666666667
PHL,1933-10-01,1.3333333333333333
PHL,1934-01-01,2.0
PHL,1934-04-01,3.3333333333333335
PHL,1934-07-01,1.0
PHL,1934-10-01,4.666666666666667
PHL,1935-01-01,2.3333333333333335
PHL,1935-04-01,4.0
PHL,1935-07-01,2.6666666666666665
PHL,1935-10-01,6.666666666666667
PHL,1936-01-01,5.333333333333333
PHL,1936-04-01,5.333333333333333
PHL,1936-07-01,5.333333333333333
PHL,1936-10-01,6.0
PHL,1937-01-01,2.6666666666666665
PHL,1937-04-01,3.3333333333333335
PHL,1937-07-01,14.333333333333334
PHL,1937-10-01,9.666666666666666
PHL,1938-01-01,9.0
PHL,1938-04-01,6.333333333333333
PHL,1938-07-01,4.666666666666667
PHL,1938-10-01,6.666666666666667
PHL,1939-01-01,10.0
PHL,1939-04-01,8.666666666666666
PHL,1939-07-01,11.666666666666666
PHL,1939-10-01,14.333333333333334
PHL,1940-01-01,7.333333333333333
PHL,1940-04-01,12.666666666666666
PHL,1940-07-01,15.0
PHL,1940-10-01,14.666666666666666
PHL,1941-01-01,16.666666666666668
PHL,1941-04-01,12.0
PHL,1941-07-01,20.666666666666668
PHL,1941-10-01,103.66666666666667
PHL,1942-01-01,152.33333333333334
PHL,1942-04-01,86.33333333333333
PHL,1942-07-01,21.0
PHL,1942-10-01,18.666666666666668
PHL,1943-01-01,11.666666666666666
PHL,1943-04-01,17.0
PHL,1943-07-01,17.333333333333332
PHL,1943-10-01,19.0
PHL,1944-01-01,16.666666666666668
PHL,1944-04-01,38.333333333333336
PHL,1944-07-01,44.333333333333336
PHL,1944-10-01,101.0
PHL,1945-01-01,121.0
PHL,1945-04-01,90.33333333333333
PHL,1945-07-01,76.33333333333333
PHL,1945-10-01,22.666666666666668
PHL,1946-01-01,17.333333333333332
PHL,1946-04-01,12.666666666666666
PHL,1946-07-01,12.666666666666666
PHL,1946-10-01,9.0
PHL,1947-01-01,8.333333333333334
PHL,1947-04-01,5.0
PHL,1947-07-01,6.333333333333333
PHL,1947-10-01,6.0
PHL,1948-01-01,7.0
PHL,1948-04-01,3.3333333333333335
PHL,1948-07-01,2.3333333333333335
PHL,1948-10-01,6.0
PHL,1949-01-01,7.666666666666667
PHL,1949-04-01,4.333333333333333
PHL,1949-07-01,14.0
PHL,1949-10-01,12.333333333333334
PHL,1950-01-01,11.333333333333334
PHL,1950-04-01,17.666666666666668
PHL,1950-07-01,29.0
PHL,1950-10-01,33.666666666666664
PHL,1951-01-01,16.0
PHL,1951-04-01,27.333333333333332
PHL,1951-07-01,11.666666666666666
PHL,1951-10-01,9.333333333333334
PHL,1952-01-01,13.0
PHL,1952-04-01,12.666666666666666
PHL,1952-07-01,6.666666666666667
PHL,1952-10-01,5.666666666666667
PHL,1953-01-01,13.666666666666666
PHL,1953-04-01,18.666666666666668
PHL,1953-07-01,8.666666666666666
PHL,1953-10-01,5.333333333333333
PHL,1954-01-01,4.666666666666667
PHL,1954-04-01,15.333333333333334
PHL,1954-07-01,15.666666666666666
PHL,1954-10-01,11.666666666666666
PHL,1955-01-01,23.333333333333332
PHL,1955-04-01,9.666666666666666
PHL,1955-07-01,5.666666666666667
PHL,1955-10-01,5.0
PHL,1956-01-01,9.333333333333334
PHL,1956-04-01,4.0
PHL,1956-07-01,3.3333333333333335
PHL,1956-10-01,2.6666666666666665
PHL,1957-01-01,7.666666666666667
PHL,1957-04-01,5.0
PHL,1957-07-01,4.333333333333333
PHL,1957-10-01,4.666666666666667
PHL,1958-01-01,6.0
PHL,1958-04-01,8.0
PHL,1958-07-01,8.666666666666666
PHL,1958-10-01,4.666666666666667
PHL,1959-01-01,1.3333333333333333
PHL,1959-04-01,2.3333333333333335
PHL,1959-07-01,3.3333333333333335
PHL,1959-10-01,2.0
PHL,1960-01-01,1.3333333333333333
PHL,1960-04-01,9.666666666666666
PHL,1960-07-01,4.333333333333333
PHL,1960-10-01,4.0
PHL,1961-01-01,8.666666666666666
PHL,1961-04-01,6.0
PHL,1961-07-01,3.6666666666666665
PHL,1961-10-01,8.666666666666666
PHL,1962-01-01,4.333333333333333
PHL,1962-04-01,8.666666666666666
PHL,1962-07-01,7.666666666666667
PHL,1962-10-01,8.666666666666666
PHL,1963-01-01,4.333333333333333
PHL,1963-04-01,4.666666666666667
PHL,1963-07-01,15.333333333333334
PHL,1963-10-01,3.6666666666666665
PHL,1964-01-01,11.333333333333334
PHL,1964-04-01,14.0
PHL,1964-07-01,7.666666666666667
PHL,1964-10-01,7.666666666666667
PHL,1965-01-01,7.666666666666667
PHL,1965-04-01,6.333333333333333
PHL,1965-07-01,5.0
PHL,1965-10-01,6.666666666666667
PHL,1966-01-01,11.666666666666666
PHL,1966-04-01,5.666666666666667
PHL,1966-07-01,8.333333333333334
PHL,1966-10-01,19.333333333333332
PHL,1967-01-01,8.0
PHL,1967-04-01,8.0
PHL,1967-07-01,9.666666666666666
PHL,1967-10-01,10.0
PHL,1968-01-01,6.333333333333333
PHL,1968-04-01,4.333333333333333
PHL,1968-07-01,4.666666666666667
PHL,1968-10-01,6.0
PHL,1969-01-01,7.666666666666667
PHL,1969-04-01,8.0
PHL,1969-07-01,9.666666666666666
PHL,1969-10-01,5.333333333333333
PHL,1970-01-01,4.666666666666667
PHL,1970-04-01,3.6666666666666665
PHL,1970-07-01,7.333333333333333
PHL,1970-10-01,2.3333333333333335
PHL,1971-01-01,2.3333333333333335
PHL,1971-04-01,5.333333333333333
PHL,1971-07-01,8.0
PHL,1971-10-01,3.0
PHL,1972-01-01,5.0
PHL,1972-04-01,5.333333333333333
PHL,1972-07-01,7.333333333333333
PHL,1972-10-01,7.333333333333333
PHL,1973-01-01,11.0
PHL,1973-04-01,4.0
PHL,1973-07-01,5.0
PHL,1973-10-01,4.0
PHL,1974-01-01,9.333333333333334
PHL,1974-04-01,4.0
PHL,1974-07-01,3.0
PHL,1974-10-01,1.0
PHL,1975-01-01,4.0
PHL,1975-04-01,7.666666666666667
PHL,1975-07-01,5.666666666666667
PHL,1975-10-01,5.0
PHL,1976-01-01,1.0
PHL,1976-04-01,9.0
PHL,1976-07-01,5.0
PHL,1976-10-01,6.0
PHL,1977-01-01,3.0
PHL,1977-04-01,4.333333333333333
PHL,1977-07-01,5.333333333333333
PHL,1977-10-01,7.0
PHL,1978-01-01,3.6666666666666665
PHL,1978-04-01,4.666666666666667
PHL,1978-07-01,2.3333333333333335
PHL,1978-10-01,5.0
PHL,1979-01-01,8.666666666666666
PHL,1979-04-01,8.0
PHL,1979-07-01,7.0
PHL,1979-10-01,7.666666666666667
PHL,1980-01-01,9.0
PHL,1980-04-01,4.333333333333333
PHL,1980-07-01,7.333333333333333
PHL,1980-10-01,9.666666666666666
PHL,1981-01-01,5.666666666666667
PHL,1981-04-01,10.333333333333334
PHL,1981-07-01,4.666666666666667
PHL,1981-10-01,3.3333333333333335
PHL,1982-01-01,4.666666666666667
PHL,1982-04-01,3.3333333333333335
PHL,1982-07-01,4.333333333333333
PHL,1982-10-01,5.333333333333333
PHL,1983-01-01,2.3333333333333335
PHL,1983-04-01,6.333333333333333
PHL,1983-07-01,9.0
PHL,1983-10-01,11.333333333333334
PHL,1984-01-01,4.333333333333333
PHL,1984-04-01,8.666666666666666
PHL,1984-07-01,5.333333333333333
PHL,1984-10-01,7.0
PHL,1985-01-01,7.333333333333333
PHL,1985-04-01,5.0
PHL,1985-07-01,7.0
PHL,1985-10-01,8.666666666666666
PHL,1986-01-01,29.666666666666668
PHL,1986-04-01,19.333333333333332
PHL,1986-07-01,18.0
PHL,1986-10-01,24.0
PHL,1987-01-01,21.333333333333332
PHL,1987-04-01,11.666666666666666
PHL,1987-07-01,28.0
PHL,1987-10-01,13.666666666666666
PHL,1988-01-01,11.0
PHL,1988-04-01,11.333333333333334
PHL,1988-07-01,3.3333333333333335
PHL,1988-10-01,4.333333333333333
PHL,1989-01-01,4.666666666666667
PHL,1989-04-01,5.666666666666667
PHL,1989-07-01,4.666666666666667
PHL,1989-10-01,17.666666666666668
PHL,1990-01-01,8.333333333333334
PHL,1990-04-01,5.666666666666667
PHL,1990-07-01,17.333333333333332
PHL,1990-10-01,3.6666666666666665
PHL,1991-01-01,9.333333333333334
PHL,1991-04-01,4.666666666666667
PHL,1991-07-01,9.0
PHL,1991-10-01,4.0
PHL,1992-01-01,4.0
PHL,1992-04-01,2.3333333333333335
PHL,1992-07-01,2.6666666666666665
PHL,1992-10-01,3.3333333333333335
PHL,1993-01-01,1.0
PHL,1993-04-01,1.6666666666666667
PHL,1993-07-01,2.6666666666666665
PHL,1993-10-01,1.3333333333333333
PHL,1994-01-01,1.3333333333333333
PHL,1994-04-01,2.0
PHL,1994-07-01,1.0
PHL,1994-10-01,3.0
PHL,1995-01-01,1.6666666666666667
PHL,1995-04-01,8.0
PHL,1995-07-01,1.0
PHL,1995-10-01,2.0
PHL,1996-01-01,2.6666666666666665
PHL,1996-04-01,1.6666666666666667
PHL,1996-07-01,1.3333333333333333
PHL,1996-10-01,5.333333333333333
PHL,1997-01-01,1.3333333333333333
PHL,1997-04-01,1.0
PHL,1997-07-01,1.6666666666666667
PHL,1997-10-01,1.3333333333333333
PHL,1998-01-01,0.3333333333333333
PHL,1998-04-01,2.0
PHL,1998-07-01,5.0
PHL,1998-10-01,3.0
PHL,1999-01-01,4.333333333333333
PHL,1999-04-01,2.3333333333333335
PHL,1999-07-01,5.333333333333333
PHL,1999-10-01,2.6666666666666665
PHL,2000-01-01,3.6666666666666665
PHL,2000-04-01,9.0
PHL,2000-07-01,11.0
PHL,2000-10-01,3.3333333333333335
PHL,2001-01-01,2.0
PHL,2001-04-01,9.0
PHL,2001-07-01,7.666666666666667
PHL,2001-10-01,14.666666666666666
PHL,2002-01-01,19.666666666666668
PHL,2002-04-01,9.666666666666666
PHL,2002-07-01,11.0
PHL,2002-10-01,14.333333333333334
PHL,2003-01-01,18.666666666666668
PHL,2003-04-01,15.0
PHL,2003-07-01,8.666666666666666
PHL,2003-10-01,8.0
PHL,2004-01-01,5.666666666666667
PHL,2004-04-01,6.666666666666667
PHL,2004-07-01,20.333333333333332
PHL,2004-10-01,7.0
PHL,2005-01-01,8.666666666666666
PHL,2005-04-01,3.0
PHL,2005-07-01,4.666666666666667
PHL,2005-10-01,1.6666666666666667
PHL,2006-01-01,2.3333333333333335
PHL,2006-04-01,2.3333333333333335
PHL,2006-07-01,3.3333333333333335
PHL,2006-10-01,2.3333333333333335
PHL,2007-01-01,5.0
PHL,2007-04-01,3.0
PHL,2007-07-01,3.6666666666666665
PHL,2007-10-01,3.3333333333333335
PHL,2008-01-01,1.3333333333333333
PHL,2008-04-01,2.3333333333333335
PHL,2008-07-01,3.6666666666666665
PHL,2008-10-01,1.0
PHL,2009-01-01,1.0
PHL,2009-04-01,1.3333333333333333
PHL,2009-07-01,2.3333333333333335
PHL,2009-10-01,3.3333333333333335
PHL,2010-01-01,1.6666666666666667
PHL,2010-04-01,1.6666666666666667
PHL,2010-07-01,2.6666666666666665
PHL,2010-10-01,1.3333333333333333
PHL,2011-01-01,1.3333333333333333
PHL,2011-04-01,2.3333333333333335
PHL,2011-07-01,1.3333333333333333
PHL,2011-10-01,2.3333333333333335
PHL,2012-01-01,1.6666666666666667
PHL,2012-04-01,4.333333333333333
PHL,2012-07-01,4.333333333333333
PHL,2012-10-01,5.666666666666667
PHL,2013-01-01,3.3333333333333335
PHL,2013-04-01,4.0
PHL,2013-07-01,3.3333333333333335
PHL,2013-10-01,3.3333333333333335
PHL,2014-01-01,2.6666666666666665
PHL,2014-04-01,6.0
PHL,2014-07-01,5.333333333333333
PHL,2014-10-01,3.3333333333333335
PHL,2015-01-01,1.6666666666666667
PHL,2015-04-01,3.6666666666666665
PHL,2015-07-01,1.3333333333333333
PHL,2015-10-01,6.0
PHL,2016-01-01,3.6666666666666665
PHL,2016-04-01,6.333333333333333
PHL,2016-07-01,6.0
PHL,2016-10-01,6.666666666666667
PHL,2017-01-01,7.333333333333333
PHL,2017-04-01,10.666666666666666
PHL,2017-07-01,7.666666666666667
PHL,2017-10-01,6.0
PHL,2018-01-01,1.3333333333333333
PHL,2018-04-01,4.0
PHL,2018-07-01,3.0
PHL,2018-10-01,3.0
PHL,2019-01-01,4.333333333333333
PHL,2019-04-01,3.3333333333333335
PHL,2019-07-01,3.0
PHL,2019-10-01,3.6666666666666665
PHL,2020-01-01,4.333333333333333
PHL,2020-04-01,2.6666666666666665
PHL,2020-07-01,3.0
PHL,2020-10-01,2.3333333333333335
USA,1900-01-01,191.0
USA,1900-04-01,159.0
USA,1900-07-01,226.0
USA,1900-10-01,110.66666666666667
USA,1901-01-01,108.0
USA,1901-04-01,84.33333333333333
USA,1901-07-01,103.33333333333333
USA,1901-10-01,105.0
USA,1902-01-01,95.0
USA,1902-04-01,98.0
USA,1902-07-01,121.33333333333333
USA,1902-10-01,109.33333333333333
USA,1903-01-01,110.0
USA,1903-04-01,79.33333333333333
USA,1903-07-01,125.33333333333333
USA,1903-10-01,142.33333333333334
USA,1904-01-01,227.66666666666666
USA,1904-04-01,143.66666666666666
USA,1904-07-01,155.33333333333334
USA,1904-10-01,101.0
USA,1905-01-01,136.33333333333334
USA,1905-04-01,113.33333333333333
USA,1905-07-01,117.66666666666667
USA,1905-10-01,95.0
USA,1906-01-01,85.33333333333333
USA,1906-04-01,76.66666666666667
USA,1906-07-01,118.66666666666667
USA,1906-10-01,78.66666666666667
USA,1907-01-01,90.66666666666667
USA,1907-04-01,92.0
USA,1907-07-01,95.33333333333333
USA,1907-10-01,64.66666666666667
USA,1908-01-01,77.66666666666667
USA,1908-04-01,70.0
