ms_code,year,issue,n_votes,agree_usa_strict,agree_chn_strict
IND,1985,economic_development,6,0.0,1.0
IND,1985,human_rights,6,0.0,0.9
IND,1985,israel_palestine,11,0.2727272727272727,1.0
IND,1985,nuclear_weapons,11,0.0,0.8333333333333334
IND,1986,colonization,6,0.0,1.0
IND,1986,disarmament,9,0.1111111111111111,1.0
IND,1986,economic_development,5,0.0,1.0
IND,1986,human_rights,6,0.0,0.8333333333333334
IND,1986,israel_palestine,11,0.18181818181818182,1.0
IND,1986,nuclear_weapons,9,0.1111111111111111,1.0
IND,1987,colonization,4,0.0,1.0
IND,1987,disarmament,8,0.125,1.0
IND,1987,economic_development,4,0.0,1.0
IND,1987,human_rights,4,0.0,1.0
IND,1987,israel_palestine,7,0.14285714285714285,1.0
IND,1987,nuclear_weapons,4,0.0,1.0
IND,1988,colonization,2,0.0,1.0
IND,1988,disarmament,8,0.125,1.0
IND,1988,economic_development,5,0.0,1.0
IND,1988,human_rights,6,0.0,1.0
IND,1988,israel_palestine,8,0.125,1.0
IND,1988,nuclear_weapons,5,0.0,1.0
IND,1989,colonization,3,0.0,1.0
IND,1989,disarmament,3,0.0,1.0
IND,1989,economic_development,2,0.0,1.0
IND,1989,human_rights,5,0.0,1.0
IND,1989,israel_palestine,11,0.18181818181818182,1.0
IND,1989,nuclear_weapons,5,0.2,1.0
IND,1990,colonization,4,0.25,1.0
IND,1990,disarmament,4,0.0,0.8333333333333334
IND,1990,economic_development,2,0.5,1.0
IND,1990,human_rights,7,0.14285714285714285,1.0
IND,1990,israel_palestine,9,0.0,1.0
IND,1990,nuclear_weapons,7,0.0,0.8571428571428571
IND,1991,colonization,3,0.3333333333333333,1.0
IND,1991,disarmament,5,0.2,0.75
IND,1991,economic_development,2,0.0,1.0
IND,1991,human_rights,4,0.25,1.0
IND,1991,israel_palestine,10,0.1,1.0
IND,1991,nuclear_weapons,4,0.0,0.5
IND,1992,colonization,2,0.0,1.0
IND,1992,disarmament,0,,1.0
IND,1992,economic_development,1,0.0,1.0
IND,1992,human_rights,4,0.0,1.0
IND,1992,israel_palestine,12,0.16666666666666666,1.0
IND,1992,nuclear_weapons,1,0.0,1.0
IND,1993,colonization,5,0.0,1.0
IND,1993,disarmament,2,0.0,1.0
IND,1993,economic_development,3,0.0,1.0
IND,1993,human_rights,5,0.0,1.0
IND,1993,israel_palestine,9,0.2222222222222222,1.0
IND,1993,nuclear_weapons,1,0.0,1.0
IND,1994,colonization,1,0.0,1.0
IND,1994,disarmament,0,,1.0
IND,1994,human_rights,9,0.0,1.0
IND,1994,israel_palestine,5,0.0,1.0
IND,1994,nuclear_weapons,1,0.0,1.0
IND,1995,colonization,3,0.0,1.0
IND,1995,disarmament,4,0.0,0.8
IND,1995,economic_development,1,0.0,1.0
IND,1995,human_rights,8,0.0,1.0
IND,1995,israel_palestine,9,0.0,1.0
IND,1995,nuclear_weapons,4,0.25,0.6666666666666666
IND,1996,colonization,2,0.0,1.0
IND,1996,disarmament,3,0.3333333333333333,1.0
IND,1996,economic_development,1,0.0,1.0
IND,1996,human_rights,3,0.0,1.0
IND,1996,israel_palestine,2,0.0,1.0
IND,1996,nuclear_weapons,1,0.0,1.0
IND,1997,colonization,4,0.0,1.0
IND,1997,disarmament,3,0.0,0.5
IND,1997,human_rights,6,0.0,1.0
IND,1997,israel_palestine,8,0.0,1.0
IND,1997,nuclear_weapons,2,0.0,0.5
IND,1998,colonization,1,0.0,1.0
IND,1998,disarmament,2,0.0,1.0
IND,1998,israel_palestine,5,0.0,1.0
IND,1998,nuclear_weapons,2,0.0,1.0
IND,1999,colonization,4,0.0,1.0
IND,1999,disarmament,6,0.5,1.0
IND,1999,economic_development,4,0.0,1.0
IND,1999,human_rights,4,0.0,1.0
IND,1999,israel_palestine,6,0.0,1.0
IND,1999,nuclear_weapons,4,0.5,1.0
IND,2000,colonization,3,0.0,1.0
IND,2000,disarmament,0,,
IND,2000,economic_development,2,0.0,1.0
IND,2000,human_rights,3,0.0,1.0
IND,2000,israel_palestine,7,0.0,1.0
IND,2000,nuclear_weapons,0,,
IND,2001,colonization,2,0.0,1.0
IND,2001,disarmament,1,0.0,1.0
IND,2001,economic_development,1,0.0,1.0
IND,2001,human_rights,4,0.0,1.0
IND,2001,israel_palestine,7,0.14285714285714285,1.0
IND,2001,nuclear_weapons,1,1.0,1.0
IND,2002,colonization,2,0.0,1.0
IND,2002,disarmament,5,0.4,0.75
IND,2002,economic_development,3,0.0,1.0
IND,2002,human_rights,7,0.0,1.0
IND,2002,israel_palestine,8,0.0,1.0
IND,2002,nuclear_weapons,4,0.5,0.6666666666666666
IND,2003,colonization,1,0.0,1.0
IND,2003,disarmament,3,0.3333333333333333,0.5
IND,2003,economic_development,2,0.5,1.0
IND,2003,human_rights,8,0.0,1.0
IND,2003,israel_palestine,5,0.2,1.0
IND,2003,nuclear_weapons,2,0.5,0.5
IND,2004,colonization,5,0.0,1.0
IND,2004,disarmament,2,0.0,1.0
IND,2004,human_rights,5,0.0,1.0
IND,2004,israel_palestine,9,0.0,1.0
IND,2004,nuclear_weapons,3,0.3333333333333333,1.0
IND,2005,colonization,3,0.0,1.0
IND,2005,disarmament,6,0.3333333333333333,1.0
IND,2005,economic_development,2,0.0,1.0
IND,2005,human_rights,6,0.0,1.0
IND,2005,israel_palestine,8,0.0,1.0
IND,2005,nuclear_weapons,3,0.3333333333333333,1.0
IND,2006,colonization,3,0.0,1.0
IND,2006,disarmament,6,0.16666666666666666,1.0
IND,2006,economic_development,4,0.0,1.0
IND,2006,human_rights,6,0.0,1.0
IND,2006,israel_palestine,6,0.0,1.0
