country_iso3,date,gprh_raw
CHN,1988-08-01,16
CHN,1988-09-01,17
CHN,1988-10-01,18
CHN,1988-11-01,13
CHN,1988-12-01,16
CHN,1989-01-01,18
CHN,1989-02-01,17
CHN,1989-03-01,14
CHN,1989-04-01,16
CHN,1989-05-01,51
CHN,1989-06-01,101
CHN,1989-07-01,39
CHN,1989-08-01,22
CHN,1989-09-01,20
CHN,1989-10-01,21
CHN,1989-11-01,26
CHN,1989-12-01,47
CHN,1990-01-01,29
CHN,1990-02-01,25
CHN,1990-03-01,14
CHN,1990-04-01,18
CHN,1990-05-01,21
CHN,1990-06-01,14
CHN,1990-07-01,25
CHN,1990-08-01,58
CHN,1990-09-01,32
CHN,1990-10-01,31
CHN,1990-11-01,60
CHN,1990-12-01,25
CHN,1991-01-01,23
CHN,1991-02-01,28
CHN,1991-03-01,30
CHN,1991-04-01,33
CHN,1991-05-01,37
CHN,1991-06-01,41
CHN,1991-07-01,33
CHN,1991-08-01,22
CHN,1991-09-01,27
CHN,1991-10-01,30
CHN,1991-11-01,36
CHN,1991-12-01,32
CHN,1992-01-01,39
CHN,1992-02-01,39
CHN,1992-03-01,39
CHN,1992-04-01,22
CHN,1992-05-01,29
CHN,1992-06-01,21
CHN,1992-07-01,14
CHN,1992-08-01,22
CHN,1992-09-01,39
CHN,1992-10-01,19
CHN,1992-11-01,33
CHN,1992-12-01,20
CHN,1993-01-01,26
CHN,1993-02-01,20
CHN,1993-03-01,26
CHN,1993-04-01,27
CHN,1993-05-01,30
CHN,1993-06-01,24
CHN,1993-07-01,32
CHN,1993-08-01,33
CHN,1993-09-01,27
CHN,1993-10-01,33
CHN,1993-11-01,42
CHN,1993-12-01,27
CHN,1994-01-01,22
CHN,1994-02-01,24
CHN,1994-03-01,48
CHN,1994-04-01,40
CHN,1994-05-01,56
CHN,1994-06-01,53
CHN,1994-07-01,27
CHN,1994-08-01,18
CHN,1994-09-01,16
CHN,1994-10-01,38
CHN,1994-11-01,20
CHN,1994-12-01,12
CHN,1995-01-01,19
CHN,1995-02-01,22
CHN,1995-03-01,17
CHN,1995-04-01,26
CHN,1995-05-01,35
CHN,1995-06-01,25
CHN,1995-07-01,17
CHN,1995-08-01,19
CHN,1995-09-01,18
CHN,1995-10-01,24
CHN,1995-11-01,15
CHN,1995-12-01,23
CHN,1996-01-01,20
CHN,1996-02-01,41
CHN,1996-03-01,40
CHN,1996-04-01,33
CHN,1996-05-01,35
CHN,1996-06-01,31
CHN,1996-07-01,13
CHN,1996-08-01,17
CHN,1996-09-01,19
CHN,1996-10-01,14
CHN,1996-11-01,22
CHN,1996-12-01,16
CHN,1997-01-01,8
CHN,1997-02-01,15
CHN,1997-03-01,19
CHN,1997-04-01,22
CHN,1997-05-01,25
CHN,1997-06-01,16
CHN,1997-07-01,14
CHN,1997-08-01,11
CHN,1997-09-01,20
CHN,1997-10-01,33
CHN,1997-11-01,52
CHN,1997-12-01,18
CHN,1998-01-01,32
CHN,1998-02-01,30
CHN,1998-03-01,25
CHN,1998-04-01,19
CHN,1998-05-01,98
CHN,1998-06-01,77
CHN,1998-07-01,55
CHN,1998-08-01,34
CHN,1998-09-01,27
CHN,1998-10-01,25
CHN,1998-11-01,34
CHN,1998-12-01,41
CHN,1999-01-01,43
CHN,1999-02-01,22
CHN,1999-03-01,68
CHN,1999-04-01,53
CHN,1999-05-01,112
CHN,1999-06-01,66
CHN,1999-07-01,43
CHN,1999-08-01,34
CHN,1999-09-01,48
CHN,1999-10-01,51
CHN,1999-11-01,48
CHN,1999-12-01,58
CHN,2000-01-01,33
CHN,2000-02-01,31
CHN,2000-03-01,47
CHN,2000-04-01,25
CHN,2000-05-01,48
CHN,2000-06-01,58
CHN,2000-07-01,49
CHN,2000-08-01,27
CHN,2000-09-01,50
CHN,2000-10-01,29
CHN,2000-11-01,19
CHN,2000-12-01,22
CHN,2001-01-01,40
CHN,2001-02-01,32
CHN,2001-03-01,38
CHN,2001-04-01,50
CHN,2001-05-01,47
CHN,2001-06-01,36
CHN,2001-07-01,40
CHN,2001-08-01,25
CHN,2001-09-01,92
CHN,2001-10-01,72
CHN,2001-11-01,49
CHN,2001-12-01,53
CHN,2002-01-01,43
CHN,2002-02-01,43
CHN,2002-03-01,40
CHN,2002-04-01,19
CHN,2002-05-01,32
CHN,2002-06-01,21
CHN,2002-07-01,17
CHN,2002-08-01,27
CHN,2002-09-01,50
CHN,2002-10-01,82
CHN,2002-11-01,38
CHN,2002-12-01,56
CHN,2003-01-01,104
CHN,2003-02-01,91
CHN,2003-03-01,117
CHN,2003-04-01,122
CHN,2003-05-01,58
CHN,2003-06-01,60
CHN,2003-07-01,47
CHN,2003-08-01,53
CHN,2003-09-01,41
CHN,2003-10-01,44
CHN,2003-11-01,31
CHN,2003-12-01,60
CHN,2004-01-01,51
CHN,2004-02-01,45
CHN,2004-03-01,30
CHN,2004-04-01,63
CHN,2004-05-01,46
CHN,2004-06-01,53
CHN,2004-07-01,38
CHN,2004-08-01,23
CHN,2004-09-01,56
CHN,2004-10-01,49
CHN,2004-11-01,47
CHN,2004-12-01,38
CHN,2005-01-01,43
CHN,2005-02-01,67
CHN,2005-03-01,59
CHN,2005-04-01,39
CHN,2005-05-01,50
CHN,2005-06-01,50
CHN,2005-07-01,82
CHN,2005-08-01,48
CHN,2005-09-01,53
CHN,2005-10-01,37
CHN,2005-11-01,52
CHN,2005-12-01,24
CHN,2006-01-01,87
CHN,2006-02-01,44
CHN,2006-03-01,80
CHN,2006-04-01,63
CHN,2006-05-01,81
CHN,2006-06-01,71
CHN,2006-07-01,85
CHN,2006-08-01,49
CHN,2006-09-01,60
CHN,2006-10-01,134
CHN,2006-11-01,56
CHN,2006-12-01,56
CHN,2007-01-01,51
CHN,2007-02-01,70
CHN,2007-03-01,58
CHN,2007-04-01,46
CHN,2007-05-01,37
CHN,2007-06-01,42
CHN,2007-07-01,34
CHN,2007-08-01,27
CHN,2007-09-01,67
CHN,2007-10-01,63
CHN,2007-11-01,45
CHN,2007-12-01,40
CHN,2008-01-01,36
CHN,2008-02-01,33
CHN,2008-03-01,38
CHN,2008-04-01,30
CHN,2008-05-01,53
CHN,2008-06-01,32
CHN,2008-07-01,57
CHN,2008-08-01,44
CHN,2008-09-01,45
CHN,2008-10-01,28
CHN,2008-11-01,29
CHN,2008-12-01,25
CHN,2009-01-01,26
CHN,2009-02-01,33
CHN,2009-03-01,25
CHN,2009-04-01,42
CHN,2009-05-01,32
CHN,2009-06-01,42
CHN,2009-07-01,41
CHN,2009-08-01,34
CHN,2009-09-01,58
CHN,2009-10-01,45
CHN,2009-11-01,35
CHN,2009-12-01,40
CHN,2010-01-01,43
CHN,2010-02-01,50
CHN,2010-03-01,36
CHN,2010-04-01,56
CHN,2010-05-01,62
CHN,2010-06-01,39
CHN,2010-07-01,21
CHN,2010-08-01,33
CHN,2010-09-01,33
CHN,2010-10-01,31
CHN,2010-11-01,59
CHN,2010-12-01,47
CHN,2011-01-01,41
CHN,2011-02-01,29
CHN,2011-03-01,40
CHN,2011-04-01,23
CHN,2011-05-01,21
CHN,2011-06-01,32
CHN,2011-07-01,30
CHN,2011-08-01,31
CHN,2011-09-01,24
CHN,2011-10-01,32
CHN,2011-11-01,46
CHN,2011-12-01,50
CHN,2012-01-01,60
CHN,2012-02-01,68
CHN,2012-03-01,60
CHN,2012-04-01,78
CHN,2012-05-01,49
CHN,2012-06-01,45
CHN,2012-07-01,46
CHN,2012-08-01,39
CHN,2012-09-01,35
CHN,2012-10-01,32
CHN,2012-11-01,30
CHN,2012-12-01,26
CHN,2013-01-01,40
CHN,2013-02-01,43
CHN,2013-03-01,35
CHN,2013-04-01,50
CHN,2013-05-01,30
CHN,2013-06-01,40
CHN,2013-07-01,33
CHN,2013-08-01,25
CHN,2013-09-01,43
CHN,2013-10-01,40
CHN,2013-11-01,55
CHN,2013-12-01,35
CHN,2014-01-01,24
CHN,2014-02-01,33
CHN,2014-03-01,66
CHN,2014-04-01,33
CHN,2014-05-01,42
CHN,2014-06-01,22
CHN,2014-07-01,43
CHN,2014-08-01,21
CHN,2014-09-01,32
CHN,2014-10-01,22
CHN,2014-11-01,39
CHN,2014-12-01,22
CHN,2015-01-01,26
CHN,2015-02-01,32
CHN,2015-03-01,46
CHN,2015-04-01,37
CHN,2015-05-01,27
CHN,2015-06-01,30
CHN,2015-07-01,62
CHN,2015-08-01,39
CHN,2015-09-01,40
CHN,2015-10-01,27
CHN,2015-11-01,45
CHN,2015-12-01,38
CHN,2016-01-01,42
CHN,2016-02-01,38
CHN,2016-03-01,38
CHN,2016-04-01,27
CHN,2016-05-01,37
CHN,2016-06-01,20
CHN,2016-07-01,28
CHN,2016-08-01,20
CHN,2016-09-01,52
CHN,2016-10-01,19
CHN,2016-11-01,32
CHN,2016-12-01,42
CHN,2017-01-01,53
CHN,2017-02-01,57
CHN,2017-03-01,58
CHN,2017-04-01,75
CHN,2017-05-01,51
CHN,2017-06-01,43
CHN,2017-07-01,68
CHN,2017-08-01,85
CHN,2017-09-01,93
CHN,2017-10-01,49
CHN,2017-11-01,40
CHN,2017-12-01,45
CHN,2018-01-01,38
CHN,2018-02-01,25
CHN,2018-03-01,56
CHN,2018-04-01,47
CHN,2018-05-01,98
CHN,2018-06-01,59
CHN,2018-07-01,40
CHN,2018-08-01,44
CHN,2018-09-01,39
CHN,2018-10-01,50
CHN,2018-11-01,38
CHN,2018-12-01,35
CHN,2019-01-01,59
CHN,2019-02-01,61
CHN,2019-03-01,40
CHN,2019-04-01,27
CHN,2019-05-01,56
CHN,2019-06-01,63
CHN,2019-07-01,42
CHN,2019-08-01,74
CHN,2019-09-01,34
CHN,2019-10-01,36
CHN,2019-11-01,29
CHN,2019-12-01,35
CHN,2020-01-01,57
CHN,2020-02-01,63
CHN,2020-03-01,62
CHN,2020-04-01,61
CHN,2020-05-01,75
CHN,2020-06-01,45
CHN,2020-07-01,60
CHN,2020-08-01,39
CHN,2020-09-01,46
CHN,2020-10-01,19
CHN,2020-11-01,27
CHN,2020-12-01,31
IDN,1900-01-01,0
IDN,1900-02-01,0
IDN,1900-03-01,0
IDN,1900-04-01,0
IDN,1900-05-01,0
IDN,1900-06-01,0
IDN,1900-07-01,1
IDN,1900-08-01,0
IDN,1900-09-01,0
IDN,1900-10-01,0
IDN,1900-11-01,0
IDN,1900-12-01,0
IDN,1901-01-01,0
IDN,1901-02-01,0
IDN,1901-03-01,0
IDN,1901-04-01,0
IDN,1901-05-01,0
IDN,1901-06-01,0
IDN,1901-07-01,0
IDN,1901-08-01,0
IDN,1901-09-01,0
IDN,1901-10-01,0
IDN,1901-11-01,0
IDN,1901-12-01,0
IDN,1902-01-01,0
IDN,1902-02-01,0
IDN,1902-03-01,0
IDN,1902-04-01,0
IDN,1902-05-01,0
IDN,1902-06-01,1
IDN,1902-07-01,0
IDN,1902-08-01,0
IDN,1902-09-01,0
IDN,1902-10-01,0
IDN,1902-11-01,0
IDN,1902-12-01,0
IDN,1903-01-01,0
IDN,1903-02-01,0
IDN,1903-03-01,0
IDN,1903-04-01,0
IDN,1903-05-01,0
IDN,1903-06-01,0
IDN,1903-07-01,0
IDN,1903-08-01,0
IDN,1903-09-01,0
IDN,1903-10-01,0
IDN,1903-11-01,0
IDN,1903-12-01,1
IDN,1904-01-01,0
IDN,1904-02-01,1
IDN,1904-03-01,0
IDN,1904-04-01,0
IDN,1904-05-01,0
IDN,1904-06-01,0
IDN,1904-07-01,2
IDN,1904-08-01,0
IDN,1904-09-01,0
IDN,1904-10-01,0
IDN,1904-11-01,0
IDN,1904-12-01,0
IDN,1905-01-01,1
IDN,1905-02-01,0
IDN,1905-03-01,0
IDN,1905-04-01,2
IDN,1905-05-01,0
IDN,1905-06-01,2
IDN,1905-07-01,0
IDN,1905-08-01,1
IDN,1905-09-01,0
IDN,1905-10-01,0
IDN,1905-11-01,0
IDN,1905-12-01,0
IDN,1906-01-01,0
IDN,1906-02-01,0
IDN,1906-03-01,0
IDN,1906-04-01,0
IDN,1906-05-01,0
IDN,1906-06-01,0
IDN,1906-07-01,0
IDN,1906-08-01,0
IDN,1906-09-01,0
IDN,1906-10-01,0
IDN,1906-11-01,0
IDN,1906-12-01,0
IDN,1907-01-01,0
IDN,1907-02-01,0
IDN,1907-03-01,1
IDN,1907-04-01,0
IDN,1907-05-01,0
IDN,1907-06-01,0
IDN,1907-07-01,0
IDN,1907-08-01,0
IDN,1907-09-01,0
IDN,1907-10-01,0
IDN,1907-11-01,0
IDN,1907-12-01,0
IDN,1908-01-01,0
IDN,1908-02-01,0
IDN,1908-03-01,1
IDN,1908-04-01,0
IDN,1908-05-01,0
IDN,1908-06-01,1
IDN,1908-07-01,0
IDN,1908-08-01,0
IDN,1908-09-01,0
IDN,1908-10-01,0
IDN,1908-11-01,0
IDN,1908-12-01,0
IDN,1909-01-01,0
IDN,1909-02-01,0
IDN,1909-03-01,1
IDN,1909-04-01,0
IDN,1909-05-01,0
IDN,1909-06-01,0
IDN,1909-07-01,0
IDN,1909-08-01,2
IDN,1909-09-01,0
IDN,1909-10-01,0
IDN,1909-11-01,0
IDN,1909-12-01,0
IDN,1910-01-01,0
IDN,1910-02-01,0
IDN,1910-03-01,0
IDN,1910-04-01,0
IDN,1910-05-01,0
IDN,1910-06-01,0
IDN,1910-07-01,0
IDN,1910-08-01,0
IDN,1910-09-01,0
IDN,1910-10-01,0
IDN,1910-11-01,0
IDN,1910-12-01,0
IDN,1911-01-01,0
IDN,1911-02-01,0
IDN,1911-03-01,0
IDN,1911-04-01,0
IDN,1911-05-01,0
IDN,1911-06-01,0
IDN,1911-07-01,0
IDN,1911-08-01,1
IDN,1911-09-01,1
IDN,1911-10-01,0
IDN,1911-11-01,0
IDN,1911-12-01,1
IDN,1912-01-01,0
IDN,1912-02-01,1
IDN,1912-03-01,0
IDN,1912-04-01,0
IDN,1912-05-01,0
IDN,1912-06-01,0
IDN,1912-07-01,0
IDN,1912-08-01,0
IDN,1912-09-01,0
IDN,1912-10-01,0
IDN,1912-11-01,0
IDN,1912-12-01,0
IDN,1913-01-01,0
IDN,1913-02-01,0
IDN,1913-03-01,0
IDN,1913-04-01,0
IDN,1913-05-01,0
IDN,1913-06-01,0
IDN,1913-07-01,1
IDN,1913-08-01,0
IDN,1913-09-01,0
IDN,1913-10-01,0
IDN,1913-11-01,0
IDN,1913-12-01,0
IDN,1914-01-01,0
IDN,1914-02-01,0
IDN,1914-03-01,0
IDN,1914-04-01,0
IDN,1914-05-01,0
IDN,1914-06-01,0
IDN,1914-07-01,0
IDN,1914-08-01,0
IDN,1914-09-01,0
IDN,1914-10-01,0
IDN,1914-11-01,0
IDN,1914-12-01,0
IDN,1915-01-01,0
IDN,1915-02-01,0
IDN,1915-03-01,0
IDN,1915-04-01,0
IDN,1915-05-01,0
IDN,1915-06-01,0
IDN,1915-07-01,0
IDN,1915-08-01,1
IDN,1915-09-01,0
IDN,1915-10-01,0
IDN,1915-11-01,0
IDN,1915-12-01,0
IDN,1916-01-01,0
IDN,1916-02-01,1
IDN,1916-03-01,0
IDN,1916-04-01,2
IDN,1916-05-01,0
IDN,1916-06-01,0
IDN,1916-07-01,0
IDN,1916-08-01,0
IDN,1916-09-01,1
IDN,1916-10-01,0
IDN,1916-11-01,1
IDN,1916-12-01,1
IDN,1917-01-01,0
IDN,1917-02-01,0
IDN,1917-03-01,0
IDN,1917-04-01,0
IDN,1917-05-01,0
IDN,1917-06-01,0
IDN,1917-07-01,0
IDN,1917-08-01,0
IDN,1917-09-01,0
IDN,1917-10-01,1
IDN,1917-11-01,0
IDN,1917-12-01,0
IDN,1918-01-01,0
IDN,1918-02-01,0
IDN,1918-03-01,0
IDN,1918-04-01,0
IDN,1918-05-01,0
IDN,1918-06-01,0
IDN,1918-07-01,1
IDN,1918-08-01,1
IDN,1918-09-01,0
IDN,1918-10-01,0
IDN,1918-11-01,0
IDN,1918-12-01,0
IDN,1919-01-01,0
IDN,1919-02-01,0
IDN,1919-03-01,1
IDN,1919-04-01,0
IDN,1919-05-01,1
IDN,1919-06-01,1
IDN,1919-07-01,0
IDN,1919-08-01,1
IDN,1919-09-01,1
IDN,1919-10-01,0
IDN,1919-11-01,0
IDN,1919-12-01,0
IDN,1920-01-01,0
IDN,1920-02-01,0
IDN,1920-03-01,0
IDN,1920-04-01,0
IDN,1920-05-01,0
IDN,1920-06-01,0
IDN,1920-07-01,0
IDN,1920-08-01,0
IDN,1920-09-01,0
IDN,1920-10-01,0
IDN,1920-11-01,0
IDN,1920-12-01,0
IDN,1921-01-01,0
IDN,1921-02-01,0
IDN,1921-03-01,0
IDN,1921-04-01,0
IDN,1921-05-01,0
IDN,1921-06-01,0
IDN,1921-07-01,0
IDN,1921-08-01,0
IDN,1921-09-01,0
IDN,1921-10-01,0
IDN,1921-11-01,0
IDN,1921-12-01,0
IDN,1922-01-01,0
IDN,1922-02-01,0
IDN,1922-03-01,0
IDN,1922-04-01,0
IDN,1922-05-01,0
IDN,1922-06-01,0
IDN,1922-07-01,0
IDN,1922-08-01,0
IDN,1922-09-01,0
IDN,1922-10-01,0
IDN,1922-11-01,0
IDN,1922-12-01,0
IDN,1923-01-01,0
IDN,1923-02-01,0
IDN,1923-03-01,0
IDN,1923-04-01,0
IDN,1923-05-01,0
IDN,1923-06-01,0
IDN,1923-07-01,0
IDN,1923-08-01,0
IDN,1923-09-01,0
IDN,1923-10-01,0
IDN,1923-11-01,0
IDN,1923-12-01,0
IDN,1924-01-01,0
IDN,1924-02-01,0
IDN,1924-03-01,1
IDN,1924-04-01,0
IDN,1924-05-01,0
IDN,1924-06-01,0
IDN,1924-07-01,0
IDN,1924-08-01,0
IDN,1924-09-01,0
IDN,1924-10-01,0
IDN,1924-11-01,0
IDN,1924-12-01,0
IDN,1925-01-01,0
IDN,1925-02-01,0
IDN,1925-03-01,0
IDN,1925-04-01,0
IDN,1925-05-01,0
IDN,1925-06-01,0
IDN,1925-07-01,0
IDN,1925-08-01,0
IDN,1925-09-01,0
IDN,1925-10-01,0
IDN,1925-11-01,0
IDN,1925-12-01,1
IDN,1926-01-01,0
IDN,1926-02-01,0
IDN,1926-03-01,0
IDN,1926-04-01,0
IDN,1926-05-01,0
IDN,1926-06-01,0
IDN,1926-07-01,0
IDN,1926-08-01,0
IDN,1926-09-01,0
IDN,1926-10-01,0
IDN,1926-11-01,4
IDN,1926-12-01,1
IDN,1927-01-01,0
IDN,1927-02-01,0
IDN,1927-03-01,0
IDN,1927-04-01,0
IDN,1927-05-01,0
IDN,1927-06-01,0
IDN,1927-07-01,0
IDN,1927-08-01,0
IDN,1927-09-01,0
IDN,1927-10-01,0
IDN,1927-11-01,0
IDN,1927-12-01,0
IDN,1928-01-01,0
IDN,1928-02-01,0
IDN,1928-03-01,1
IDN,1928-04-01,0
IDN,1928-05-01,0
IDN,1928-06-01,1
IDN,1928-07-01,0
IDN,1928-08-01,0
IDN,1928-09-01,0
IDN,1928-10-01,0
IDN,1928-11-01,1
IDN,1928-12-01,0
IDN,1929-01-01,0
IDN,1929-02-01,0
IDN,1929-03-01,0
IDN,1929-04-01,1
IDN,1929-05-01,0
IDN,1929-06-01,0
IDN,1929-07-01,1
IDN,1929-08-01,0
IDN,1929-09-01,1
IDN,1929-10-01,0
IDN,1929-11-01,0
IDN,1929-12-01,0
IDN,1930-01-01,0
IDN,1930-02-01,0
IDN,1930-03-01,0
IDN,1930-04-01,2
IDN,1930-05-01,0
IDN,1930-06-01,1
IDN,1930-07-01,0
IDN,1930-08-01,0
IDN,1930-09-01,0
IDN,1930-10-01,0
IDN,1930-11-01,0
IDN,1930-12-01,0
IDN,1931-01-01,0
IDN,1931-02-01,0
IDN,1931-03-01,0
IDN,1931-04-01,0
IDN,1931-05-01,0
IDN,1931-06-01,0
IDN,1931-07-01,0
IDN,1931-08-01,0
IDN,1931-09-01,0
IDN,1931-10-01,0
IDN,1931-11-01,0
IDN,1931-12-01,0
IDN,1932-01-01,2
IDN,1932-02-01,2
IDN,1932-03-01,0
IDN,1932-04-01,0
IDN,1932-05-01,0
IDN,1932-06-01,0
IDN,1932-07-01,0
IDN,1932-08-01,0
IDN,1932-09-01,0
IDN,1932-10-01,0
IDN,1932-11-01,0
IDN,1932-12-01,0
IDN,1933-01-01,0
IDN,1933-02-01,1
IDN,1933-03-01,1
IDN,1933-04-01,0
IDN,1933-05-01,0
IDN,1933-06-01,0
IDN,1933-07-01,0
IDN,1933-08-01,0
IDN,1933-09-01,0
IDN,1933-10-01,0
IDN,1933-11-01,0
IDN,1933-12-01,0
IDN,1934-01-01,0
IDN,1934-02-01,0
IDN,1934-03-01,0
IDN,1934-04-01,0
IDN,1934-05-01,0
IDN,1934-06-01,0
IDN,1934-07-01,1
IDN,1934-08-01,0
IDN,1934-09-01,0
IDN,1934-10-01,1
IDN,1934-11-01,0
IDN,1934-12-01,0
IDN,1935-01-01,0
IDN,1935-02-01,0
IDN,1935-03-01,0
IDN,1935-04-01,0
IDN,1935-05-01,0
IDN,1935-06-01,0
IDN,1935-07-01,0
IDN,1935-08-01,0
IDN,1935-09-01,0
IDN,1935-10-01,0
IDN,1935-11-01,0
IDN,1935-12-01,1
IDN,1936-01-01,0
IDN,1936-02-01,0
IDN,1936-03-01,0
IDN,1936-04-01,0
IDN,1936-05-01,0
IDN,1936-06-01,0
IDN,1936-07-01,0
IDN,1936-08-01,0
IDN,1936-09-01,0
IDN,1936-10-01,0
IDN,1936-11-01,0
IDN,1936-12-01,0
IDN,1937-01-01,1
IDN,1937-02-01,3
IDN,1937-03-01,1
IDN,1937-04-01,2
IDN,1937-05-01,0
IDN,1937-06-01,0
IDN,1937-07-01,2
IDN,1937-08-01,0
IDN,1937-09-01,1
IDN,1937-10-01,2
IDN,1937-11-01,1
IDN,1937-12-01,0
IDN,1938-01-01,3
IDN,1938-02-01,2
IDN,1938-03-01,2
IDN,1938-04-01,3
IDN,1938-05-01,3
IDN,1938-06-01,0
IDN,1938-07-01,1
IDN,1938-08-01,1
IDN,1938-09-01,4
IDN,1938-10-01,0
IDN,1938-11-01,1
IDN,1938-12-01,1
IDN,1939-01-01,3
IDN,1939-02-01,0
IDN,1939-03-01,3
IDN,1939-04-01,4
IDN,1939-05-01,2
IDN,1939-06-01,2
IDN,1939-07-01,1
IDN,1939-08-01,0
IDN,1939-09-01,2
IDN,1939-10-01,0
IDN,1939-11-01,1
IDN,1939-12-01,3
IDN,1940-01-01,1
IDN,1940-02-01,1
IDN,1940-03-01,0
IDN,1940-04-01,3
IDN,1940-05-01,7
IDN,1940-06-01,3
IDN,1940-07-01,2
IDN,1940-08-01,4
IDN,1940-09-01,2
IDN,1940-10-01,2
IDN,1940-11-01,1
IDN,1940-12-01,0
IDN,1941-01-01,0
IDN,1941-02-01,7
IDN,1941-03-01,1
IDN,1941-04-01,0
IDN,1941-05-01,2
IDN,1941-06-01,11
IDN,1941-07-01,4
IDN,1941-08-01,4
IDN,1941-09-01,0
IDN,1941-10-01,0
IDN,1941-11-01,2
IDN,1941-12-01,54
IDN,1942-01-01,55
IDN,1942-02-01,87
IDN,1942-03-01,37
IDN,1942-04-01,1
IDN,1942-05-01,0
IDN,1942-06-01,3
IDN,1942-07-01,0
IDN,1942-08-01,1
IDN,1942-09-01,1
IDN,1942-10-01,0
IDN,1942-11-01,0
IDN,1942-12-01,3
IDN,1943-01-01,0
IDN,1943-02-01,2
IDN,1943-03-01,0
IDN,1943-04-01,0
IDN,1943-05-01,0
IDN,1943-06-01,1
IDN,1943-07-01,1
IDN,1943-08-01,2
IDN,1943-09-01,0
IDN,1943-10-01,1
IDN,1943-11-01,0
IDN,1943-12-01,0
IDN,1944-01-01,0
IDN,1944-02-01,1
IDN,1944-03-01,2
IDN,1944-04-01,0
IDN,1944-05-01,0
IDN,1944-06-01,0
IDN,1944-07-01,0
IDN,1944-08-01,2
IDN,1944-09-01,3
IDN,1944-10-01,1
IDN,1944-11-01,1
IDN,1944-12-01,0
IDN,1945-01-01,0
IDN,1945-02-01,2
IDN,1945-03-01,1
IDN,1945-04-01,0
IDN,1945-05-01,0
IDN,1945-06-01,1
IDN,1945-07-01,8
IDN,1945-08-01,1
IDN,1945-09-01,9
IDN,1945-10-01,25
IDN,1945-11-01,40
IDN,1945-12-01,17
IDN,1946-01-01,21
IDN,1946-02-01,29
IDN,1946-03-01,12
IDN,1946-04-01,7
IDN,1946-05-01,5
IDN,1946-06-01,9
IDN,1946-07-01,10
IDN,1946-08-01,5
IDN,1946-09-01,9
IDN,1946-10-01,3
IDN,1946-11-01,4
IDN,1946-12-01,4
IDN,1947-01-01,2
IDN,1947-02-01,6
IDN,1947-03-01,8
IDN,1947-04-01,2
IDN,1947-05-01,3
IDN,1947-06-01,9
IDN,1947-07-01,57
IDN,1947-08-01,56
IDN,1947-09-01,11
IDN,1947-10-01,14
IDN,1947-11-01,2
IDN,1947-12-01,5
IDN,1948-01-01,8
IDN,1948-02-01,2
IDN,1948-03-01,1
IDN,1948-04-01,2
IDN,1948-05-01,2
IDN,1948-06-01,7
IDN,1948-07-01,7
IDN,1948-08-01,1
IDN,1948-09-01,15
IDN,1948-10-01,8
IDN,1948-11-01,4
IDN,1948-12-01,41
IDN,1949-01-01,39
IDN,1949-02-01,6
IDN,1949-03-01,11
IDN,1949-04-01,11
IDN,1949-05-01,11
IDN,1949-06-01,3
IDN,1949-07-01,5
IDN,1949-08-01,7
IDN,1949-09-01,4
IDN,1949-10-01,8
IDN,1949-11-01,3
IDN,1949-12-01,10
IDN,1950-01-01,22
IDN,1950-02-01,9
IDN,1950-03-01,5
IDN,1950-04-01,16
IDN,1950-05-01,13
IDN,1950-06-01,7
IDN,1950-07-01,15
IDN,1950-08-01,15
IDN,1950-09-01,10
IDN,1950-10-01,13
IDN,1950-11-01,3
IDN,1950-12-01,13
IDN,1951-01-01,15
IDN,1951-02-01,8
IDN,1951-03-01,2
IDN,1951-04-01,1
IDN,1951-05-01,22
IDN,1951-06-01,4
IDN,1951-07-01,7
IDN,1951-08-01,4
IDN,1951-09-01,5
IDN,1951-10-01,5
IDN,1951-11-01,5
IDN,1951-12-01,4
IDN,1952-01-01,16
IDN,1952-02-01,7
IDN,1952-03-01,5
IDN,1952-04-01,9
IDN,1952-05-01,2
IDN,1952-06-01,7
IDN,1952-07-01,3
IDN,1952-08-01,7
IDN,1952-09-01,3
IDN,1952-10-01,4
IDN,1952-11-01,5
IDN,1952-12-01,1
IDN,1953-01-01,6
IDN,1953-02-01,7
IDN,1953-03-01,12
IDN,1953-04-01,7
IDN,1953-05-01,8
IDN,1953-06-01,3
IDN,1953-07-01,5
IDN,1953-08-01,7
IDN,1953-09-01,17
IDN,1953-10-01,8
IDN,1953-11-01,2
IDN,1953-12-01,1
IDN,1954-01-01,3
IDN,1954-02-01,9
IDN,1954-03-01,5
IDN,1954-04-01,13
IDN,1954-05-01,18
IDN,1954-06-01,5
IDN,1954-07-01,12
IDN,1954-08-01,3
IDN,1954-09-01,10
IDN,1954-10-01,4
IDN,1954-11-01,8
IDN,1954-12-01,15
IDN,1955-01-01,8
IDN,1955-02-01,9
IDN,1955-03-01,13
IDN,1955-04-01,25
IDN,1955-05-01,7
IDN,1955-06-01,7
IDN,1955-07-01,5
IDN,1955-08-01,3
IDN,1955-09-01,3
IDN,1955-10-01,3
IDN,1955-11-01,3
IDN,1955-12-01,4
IDN,1956-01-01,10
IDN,1956-02-01,8
IDN,1956-03-01,2
IDN,1956-04-01,5
IDN,1956-05-01,9
IDN,1956-06-01,5
IDN,1956-07-01,6
IDN,1956-08-01,21
IDN,1956-09-01,15
IDN,1956-10-01,10
IDN,1956-11-01,23
IDN,1956-12-01,8
IDN,1957-01-01,15
IDN,1957-02-01,10
